psrc_zone_id	bkr_zone_id	percent
1272	1315	1
1273	1315	1
1274	1315	1
1275	1315	1
1276	1315	1
1277	1315	1
1278	1315	1
1279	1315	0.02
1279	1316	0.98
1280	1315	0.02
1280	1316	0.98
1281	1315	0.01
1281	1316	0.99
1282	1315	1
1283	1315	1
1284	1315	1
1285	1315	1
1286	1315	1
1287	1315	1
1288	1315	1
1289	1315	1
1290	1315	1
1291	1315	1
1292	1315	1
1293	1315	0.99
1293	1327	0.01
1294	1315	0.98
1294	1327	0.02
1295	1315	1
1296	1315	0.99
1296	1327	0.01
1297	1327	1
1298	1327	1
1299	1315	0.98
1299	1327	0.02
1300	1327	1
1301	1327	1
1302	1327	1
1303	1327	1
1304	1327	1
1305	1327	1
1306	1327	1
1307	1327	1
1308	1327	1
1309	1327	0.99
1309	1329	0.01
1310	1315	0.99
1310	1327	0.01
1311	1315	0.99
1311	1328	0.01
1312	1315	1
1313	1315	0.94
1313	1328	0.06
1314	1315	1
1315	1315	1
1316	1315	1
1317	1315	1
1318	1313	0.97
1318	1315	0.02
1318	1316	0.01
1319	1313	0.94
1319	1316	0.06
1320	1313	1
1321	1313	1
1322	1313	1
1323	1309	0.07
1323	1313	0.93
1324	1309	0.05
1324	1313	0.95
1325	1313	0.02
1325	1314	0.98
1326	1313	0.02
1326	1314	0.02
1326	1315	0.96
1327	1315	1
1328	1315	1
1329	1315	1
1330	1236	0.01
1330	1315	0.99
1331	1235	0.02
1331	1236	0.01
1331	1314	0.02
1331	1315	0.95
1332	1236	0.01
1332	1315	0.01
1332	1328	0.98
1333	1236	0.98
1333	1328	0.02
1334	1235	0.01
1334	1236	0.88
1334	1315	0.11
1335	1235	0.02
1335	1236	0.98
1336	1328	1
1337	1328	1
1338	1236	0.02
1338	1328	0.98
1339	1236	1
1340	1329	1
1341	1329	1
1342	1329	1
1343	1236	0.99
1343	1329	0.01
1344	1329	1
1345	1327	0.05
1345	1329	0.95
1346	1329	1
1347	1329	1
1348	1237	0.02
1348	1329	0.98
1349	1236	0.02
1349	1237	0.97
1349	1329	0.01
1350	1237	1
1351	1237	1
1352	1237	1
1353	1237	0.99
1353	1238	0.01
1354	1237	1
1355	1237	1
1356	1237	1
1357	1236	1
1358	1235	0.03
1358	1236	0.96
1358	1237	0.01
1359	1234	0.01
1359	1235	0.99
1360	1232	0.01
1360	1235	0.99
1361	1231	0.01
1361	1235	0.99
1362	1235	1
1363	1235	1
1364	1231	0.02
1364	1235	0.98
1365	1231	0.01
1365	1235	0.99
1366	1235	0.01
1366	1314	0.99
1367	1235	0.01
1367	1314	0.99
1368	1235	0.02
1368	1314	0.98
1369	1235	0.02
1369	1314	0.98
1370	1314	1
1371	1314	1
1372	1314	0.99
1372	1315	0.01
1373	1314	1
1374	1314	1
1375	1309	0.01
1375	1313	0.01
1375	1314	0.98
1376	1308	0.01
1376	1314	0.99
1377	1309	0.99
1377	1314	0.01
1378	1309	1
1379	1309	1
1380	1309	1
1381	1308	1
1382	1308	0.99
1382	1314	0.01
1383	1314	1
1384	1314	1
1385	642	1
1386	1231	1
1387	1231	1
1388	1231	1
1389	1231	1
1390	1231	1
1391	1231	1
1392	1231	1
1393	1231	1
1394	1231	0.98
1394	1232	0.02
1395	1231	0.99
1395	1232	0.01
1396	1231	0.95
1396	652	0.05
1397	1232	1
1398	1232	1
1399	1232	0.97
1399	1233	0.03
1400	1231	0.01
1400	1233	0.99
1401	1234	1
1402	1233	0.01
1402	1234	0.99
1403	1233	0.74
1403	1234	0.26
1404	1233	1
1405	1233	0.01
1405	1234	0.99
1406	1233	0.44
1406	1234	0.56
1407	1233	0.93
1407	1234	0.07
1408	1233	0.99
1408	656	0.01
1409	1234	0.01
1409	1237	0.99
1410	1237	1
1411	1233	0.06
1411	1237	0.03
1411	1238	0.91
1412	1238	1
1413	1238	1
1414	1238	1
1415	1233	0.02
1415	1238	0.98
1416	1233	0.01
1416	1238	0.99
1417	657	1
1418	1233	0.05
1418	656	0.95
1419	655	1
1420	610	0.02
1420	612	0.2
1420	613	0.32
1420	614	0.17
1420	615	0.09
1420	616	0.2
1421	1233	0.05
1421	652	0.95
1422	653	1
1423	654	1
1424	565	0.03
1424	595	0.26
1424	596	0.17
1424	597	0.13
1424	598	0.17
1424	599	0.15
1424	616	0.05
1424	649	0.04
1425	651	1
1426	650	1
1427	645	1
1428	565	0.42
1428	644	0.01
1428	646	0.27
1428	647	0.26
1428	648	0.04
1429	643	0.34
1429	644	0.66
1430	565	0.38
1430	566	0.41
1430	567	0.21
1431	540	0.11
1431	541	0.13
1431	543	0.01
1431	564	0.2
1431	643	0.55
1432	641	0.57
1432	643	0.43
1433	1308	0.02
1433	640	0.98
1434	1308	1
1435	1308	1
1436	1303	1
1437	1308	0.97
1437	1309	0.03
1438	1303	0.74
1438	1308	0.26
1439	1303	0.99
1439	1304	0.01
1440	1303	1
1441	1303	1
1442	1301	0.12
1442	1303	0.88
1443	1303	1
1444	1301	0.96
1444	1303	0.04
1445	1301	0.99
1445	1304	0.01
1446	1301	0.99
1446	1303	0.01
1447	1303	0.99
1447	1308	0.01
1448	1303	0.97
1448	639	0.03
1449	536	0.01
1449	638	0.35
1449	639	0.64
1450	1301	0.01
1450	1303	0.01
1450	637	0.97
1450	638	0.01
1451	537	0.31
1451	538	0.33
1451	539	0.36
1452	532	0.03
1452	534	0.05
1452	535	0.19
1452	536	0.29
1452	546	0.13
1452	547	0.08
1452	548	0.09
1452	549	0.11
1452	550	0.02
1452	551	0.01
1453	539	0.03
1453	542	0.15
1453	544	0.36
1453	545	0.08
1453	561	0.16
1453	562	0.15
1453	563	0.07
1454	557	0.11
1454	558	0.28
1454	559	0.28
1454	560	0.29
1454	570	0.04
1455	559	0.04
1455	568	0.07
1455	569	0.1
1455	570	0.22
1455	571	0.21
1455	572	0.24
1455	582	0.03
1455	583	0.09
1456	573	0.51
1456	581	0.08
1456	582	0.29
1456	585	0.12
1457	578	0.38
1457	579	0.36
1457	580	0.13
1457	586	0.13
1458	565	0.47
1458	572	0.01
1458	584	0.26
1458	587	0.26
1459	565	0.14
1459	592	0.12
1459	593	0.02
1459	594	0.08
1459	600	0.06
1459	601	0.2
1459	602	0.15
1459	603	0.16
1459	604	0.03
1459	605	0.02
1459	607	0.02
1460	600	0.02
1460	604	0.23
1460	605	0.16
1460	606	0.04
1460	607	0.1
1460	608	0.09
1460	609	0.07
1460	611	0.29
1461	487	0.28
1461	488	0.71
1461	611	0.01
1462	482	0.12
1462	485	0.59
1462	486	0.13
1462	487	0.06
1462	488	0.06
1462	489	0.04
1463	485	0.01
1463	489	0.95
1463	516	0.02
1463	517	0.02
1464	514	0.01
1464	515	0.01
1464	516	0.3
1464	517	0.68
1465	512	0.7
1465	513	0.3
1466	514	0.62
1466	515	0.38
1467	518	0.3
1467	588	0.19
1467	589	0.08
1467	590	0.17
1467	591	0.26
1468	490	0.07
1468	491	0.08
1468	492	0.08
1468	499	0.02
1468	501	0.06
1468	502	0.18
1468	503	0.08
1468	504	0.06
1468	505	0.05
1468	506	0.05
1468	507	0.07
1468	508	0.13
1468	509	0.03
1468	510	0.02
1468	511	0.02
1469	519	0.17
1469	520	0.17
1469	521	0.04
1469	575	0.15
1469	576	0.43
1469	577	0.04
1470	497	0.32
1470	498	0.25
1470	499	0.13
1470	500	0.13
1470	501	0.17
1471	493	0.07
1471	494	0.15
1471	498	0.35
1471	499	0.43
1472	494	0.14
1472	495	0.52
1472	496	0.32
1472	497	0.02
1473	554	0.54
1473	574	0.45
1473	581	0.01
1474	522	0.21
1474	523	0.19
1474	524	0.06
1474	531	0.13
1474	553	0.33
1474	554	0.08
1475	525	0.63
1475	528	0.2
1475	529	0.12
1475	531	0.05
1476	525	0.01
1476	526	0.53
1476	527	0.46
1477	551	0.25
1477	552	0.22
1477	553	0.02
1477	555	0.22
1477	556	0.29
1478	530	0.35
1478	532	0.65
1479	533	0.68
1479	534	0.32
1480	1242	1
1481	1242	1
1482	1242	1
1483	1242	1
1484	1242	1
1485	1242	1
1486	1242	1
1487	1242	1
1488	1242	1
1489	1242	1
1490	1242	1
1491	1242	1
1492	1242	1
1493	1242	1
1494	1242	1
1495	1242	1
1496	1242	1
1497	1242	1
1498	1242	1
1499	466	0.07
1499	467	0.12
1499	468	0.43
1499	658	0.38
1500	464	0.18
1500	465	0.14
1500	466	0.68
1501	467	0.26
1501	472	0.1
1501	473	0.27
1501	474	0.37
1502	469	0.42
1502	470	0.27
1502	482	0.05
1502	484	0.26
1503	471	0.48
1503	473	0.02
1503	474	0.01
1503	483	0.49
1504	476	0.2
1504	477	0.18
1504	482	0.62
1505	407	0.01
1505	408	0.03
1505	409	0.04
1505	455	0.14
1505	478	0.05
1505	479	0.09
1505	480	0.12
1505	482	0.52
1506	389	0.16
1506	391	0.15
1506	392	0.07
1506	402	0.01
1506	404	0.09
1506	405	0.08
1506	406	0.34
1506	407	0.09
1506	515	0.01
1507	403	0.07
1507	404	0.07
1507	407	0.08
1507	408	0.36
1507	409	0.42
1508	392	0.17
1508	401	0.56
1508	402	0.27
1509	349	0.01
1509	384	0.18
1509	385	0.15
1509	386	0.19
1509	387	0.22
1509	388	0.18
1509	490	0.01
1509	491	0.01
1509	492	0.01
1509	493	0.01
1509	494	0.03
1510	381	0.03
1510	382	0.3
1510	383	0.13
1510	390	0.11
1510	393	0.13
1510	394	0.1
1510	395	0.18
1510	401	0.02
1511	347	0.02
1511	348	0.52
1511	349	0.16
1511	351	0.24
1511	494	0.05
1511	495	0.01
1512	350	0.16
1512	351	0.41
1512	352	0.23
1512	353	0.2
1513	351	0.08
1513	354	0.08
1513	355	0.3
1513	356	0.18
1513	357	0.25
1513	358	0.11
1514	344	0.03
1514	345	0.35
1514	346	0.24
1514	347	0.35
1514	526	0.03
1515	321	0.46
1515	322	0.48
1515	345	0.01
1515	346	0.05
1516	317	0.15
1516	318	0.61
1516	319	0.12
1516	320	0.12
1517	323	0.13
1517	326	0.14
1517	327	0.25
1517	344	0.48
1518	335	0.12
1518	336	0.12
1518	337	0.08
1518	338	0.12
1518	339	0.08
1518	340	0.21
1518	342	0.1
1518	533	0.01
1518	535	0.01
1518	636	0.13
1518	637	0.01
1518	638	0.01
1519	297	0.05
1519	328	0.13
1519	329	0.03
1519	330	0.1
1519	331	0.09
1519	332	0.12
1519	333	0.11
1519	334	0.1
1519	335	0.02
1519	341	0.11
1519	343	0.14
1520	299	0.29
1520	300	0.18
1520	308	0.13
1520	316	0.13
1520	324	0.12
1520	325	0.15
1521	1298	0.32
1521	295	0.29
1521	296	0.23
1521	297	0.16
1522	294	0.12
1522	295	0.17
1522	296	0.07
1522	297	0.05
1522	298	0.26
1522	301	0.15
1522	302	0.12
1522	330	0.01
1522	331	0.05
1523	303	0.18
1523	304	0.11
1523	305	0.06
1523	306	0.07
1523	307	0.12
1523	309	0.15
1523	310	0.21
1523	315	0.1
1524	290	0.29
1524	291	0.25
1524	292	0.15
1524	293	0.31
1525	311	0.28
1525	312	0.13
1525	314	0.44
1525	315	0.15
1526	286	0.09
1526	287	0.22
1526	288	0.34
1526	289	0.24
1526	313	0.11
1527	359	0.21
1527	360	0.33
1527	361	0.23
1527	362	0.08
1527	363	0.15
1528	288	0.01
1528	364	0.05
1528	365	0.2
1528	366	0.25
1528	367	0.24
1528	368	0.25
1529	379	0.17
1529	380	0.46
1529	381	0.25
1529	394	0.12
1530	377	0.46
1530	378	0.46
1530	396	0.04
1530	398	0.04
1531	396	0.5
1531	398	0.44
1531	400	0.06
1532	400	0.48
1532	410	0.17
1532	411	0.35
1533	416	0.04
1533	417	0.47
1533	418	0.28
1533	419	0.21
1534	419	0.01
1534	434	0.13
1534	451	0.17
1534	452	0.23
1534	453	0.32
1534	454	0.14
1535	450	0.01
1535	456	0.32
1535	457	0.26
1535	474	0.01
1535	475	0.4
1536	435	0.49
1536	450	0.51
1537	19	0.07
1537	436	0.08
1537	437	0.17
1537	439	0.02
1537	448	0.03
1537	449	0.32
1537	458	0.12
1537	459	0.04
1537	460	0.11
1537	474	0.04
1538	447	0.25
1538	459	0.09
1538	461	0.16
1538	462	0.5
1539	16	0.03
1539	17	0.08
1539	438	0.11
1539	439	0.13
1539	440	0.24
1539	445	0.24
1539	446	0.07
1539	448	0.1
1540	16	0.01
1540	441	0.05
1540	442	0.07
1540	443	0.27
1540	444	0.39
1540	463	0.21
1541	634	1
1542	50	0.02
1542	635	0.98
1543	47	0.05
1543	48	0.12
1543	49	0.24
1543	50	0.12
1543	52	0.24
1543	53	0.23
1544	11	0.01
1544	12	0.59
1544	13	0.06
1544	14	0.14
1544	15	0.2
1545	11	1
1546	10	0.25
1546	7	0.25
1546	8	0.25
1546	9	0.25
1547	18	0.13
1547	20	0.13
1547	21	0.12
1547	26	0.12
1547	30	0.25
1547	31	0.12
1547	32	0.13
1548	33	0.26
1548	34	0.24
1548	40	0.25
1548	41	0.25
1549	42	0.24
1549	43	0.27
1549	5	0.26
1549	6	0.23
1550	22	0.25
1550	23	0.27
1550	27	0.13
1550	28	0.11
1550	29	0.24
1551	35	0.25
1551	36	0.25
1551	38	0.25
1551	39	0.25
1552	2	0.13
1552	3	0.1
1552	4	0.24
1552	44	0.25
1552	45	0.28
1553	24	0.52
1553	25	0.48
1554	37	0.95
1554	429	0.03
1554	431	0.02
1555	1	0.39
1555	183	0.03
1555	185	0.03
1555	46	0.55
1556	428	0.08
1556	429	0.14
1556	430	0.13
1556	431	0.18
1556	432	0.22
1556	433	0.25
1557	183	0.35
1557	185	0.21
1557	186	0.23
1557	187	0.21
1558	415	0.21
1558	420	0.15
1558	421	0.09
1558	422	0.05
1558	423	0.08
1558	424	0.03
1558	425	0.06
1558	426	0.17
1558	427	0.09
1558	432	0.01
1558	481	0.06
1559	176	0.01
1559	188	0.54
1559	189	0.18
1559	190	0.27
1560	399	0.23
1560	411	0.13
1560	412	0.19
1560	413	0.26
1560	414	0.19
1561	191	0.24
1561	192	0.11
1561	193	0.13
1561	194	0.09
1561	195	0.32
1561	196	0.11
1562	376	0.67
1562	397	0.27
1562	398	0.06
1563	197	0.03
1563	198	0.04
1563	199	0.13
1563	200	0.24
1563	201	0.18
1563	202	0.12
1563	203	0.18
1563	204	0.04
1563	205	0.04
1564	282	0.01
1564	285	0.01
1564	369	0.35
1564	370	0.29
1564	371	0.12
1564	372	0.05
1564	373	0.11
1564	375	0.06
1565	206	0.15
1565	207	0.18
1565	208	0.04
1565	209	0.05
1565	210	0.16
1565	211	0.08
1565	212	0.16
1565	213	0.13
1565	374	0.05
1566	281	0.26
1566	282	0.18
1566	283	0.06
1566	284	0.22
1566	285	0.28
1567	214	0.03
1567	216	0.15
1567	217	0.28
1567	218	0.28
1567	219	0.21
1567	221	0.01
1567	224	0.04
1568	220	0.11
1568	221	0.33
1568	222	0.22
1568	223	0.2
1568	224	0.03
1568	225	0.11
1569	277	0.13
1569	278	0.23
1569	279	0.37
1569	280	0.27
1570	239	0.14
1570	240	0.15
1570	241	0.06
1570	242	0.25
1570	243	0.18
1570	244	0.04
1570	245	0.12
1570	246	0.06
1571	274	0.47
1571	275	0.25
1571	276	0.28
1572	256	0.17
1572	257	0.07
1572	258	0.28
1572	259	0.48
1573	270	0.2
1573	271	0.25
1573	272	0.25
1573	273	0.29
1573	295	0.01
1574	263	0.02
1574	265	0.18
1574	266	0.3
1574	268	0.02
1574	269	0.22
1574	968	0.13
1574	969	0.13
1575	262	0.13
1575	263	0.12
1575	264	0.05
1575	267	0.1
1575	268	0.19
1575	966	0.12
1575	967	0.25
1575	968	0.04
1576	252	0.04
1576	253	0.04
1576	254	0.23
1576	255	0.38
1576	260	0.22
1576	261	0.09
1577	251	0.08
1577	252	0.42
1577	253	0.35
1577	261	0.04
1577	966	0.11
1578	226	0.14
1578	236	0.28
1578	237	0.36
1578	238	0.22
1579	215	0.12
1579	931	0.34
1579	932	0.15
1579	933	0.16
1579	934	0.09
1579	935	0.14
1580	138	0.3
1580	139	0.16
1580	140	0.29
1580	141	0.25
1581	133	0.2
1581	134	0.12
1581	135	0.12
1581	136	0.11
1581	137	0.13
1581	142	0.32
1582	144	0.16
1582	145	0.04
1582	146	0.09
1582	147	0.04
1582	148	0.06
1582	149	0.08
1582	150	0.05
1582	152	0.09
1582	153	0.07
1582	154	0.03
1582	155	0.05
1582	156	0.03
1582	157	0.07
1582	158	0.07
1582	159	0.07
1583	143	0.35
1583	151	0.31
1583	160	0.34
1584	106	0.24
1584	107	0.29
1584	108	0.21
1584	127	0.12
1584	142	0.01
1584	143	0.01
1584	160	0.01
1584	161	0.02
1584	170	0.02
1584	96	0.02
1584	97	0.05
1585	161	0.14
1585	162	0.1
1585	163	0.1
1585	164	0.09
1585	165	0.08
1585	166	0.18
1585	167	0.17
1585	168	0.06
1585	169	0.08
1586	170	0.05
1586	171	0.13
1586	172	0.1
1586	173	0.11
1586	174	0.06
1586	175	0.06
1586	176	0.11
1586	177	0.08
1586	178	0.15
1586	179	0.15
1587	180	0.16
1587	181	0.23
1587	182	0.28
1587	184	0.31
1587	86	0.02
1588	184	0.03
1588	62	0.35
1588	86	0.62
1589	60	0.18
1589	61	0.17
1589	81	0.12
1589	82	0.08
1589	83	0.16
1589	84	0.16
1589	85	0.13
1590	58	0.11
1590	59	0.12
1590	73	0.18
1590	74	0.14
1590	75	0.12
1590	76	0.33
1591	56	0.22
1591	57	0.22
1591	71	0.44
1591	72	0.12
1592	54	0.5
1592	55	0.13
1592	631	0.37
1593	628	0.56
1593	629	0.07
1593	63	0.06
1593	630	0.12
1593	64	0.19
1594	51	0.11
1594	627	0.29
1594	632	0.6
1595	625	0.58
1595	626	0.4
1595	633	0.02
1596	624	1
1597	617	1
1598	617	0.04
1598	618	0.95
1598	619	0.01
1599	623	1
1600	619	0.99
1600	681	0.01
1601	620	0.25
1601	621	0.11
1601	622	0.64
1602	65	0.09
1602	66	0.12
1602	67	0.14
1602	68	0.2
1602	682	0.01
1602	69	0.16
1602	70	0.28
1603	619	0.01
1603	681	0.24
1603	682	0.44
1603	683	0.1
1603	684	0.11
1603	694	0.03
1603	87	0.07
1604	77	0.3
1604	78	0.19
1604	79	0.19
1604	80	0.24
1604	86	0.05
1604	88	0.03
1605	88	1
1606	87	0.28
1606	89	0.44
1606	90	0.28
1607	87	0.02
1607	89	0.03
1607	90	0.01
1607	91	0.55
1607	92	0.39
1608	100	0.03
1608	93	0.21
1608	94	0.16
1608	95	0.03
1608	96	0.13
1608	97	0.04
1608	98	0.06
1608	99	0.34
1609	101	0.11
1609	102	0.1
1609	103	0.1
1609	104	0.1
1609	105	0.41
1609	111	0.09
1609	97	0.06
1609	98	0.03
1610	109	0.1
1610	110	0.23
1610	111	0.17
1610	112	0.25
1610	113	0.25
1611	125	0.26
1611	126	0.13
1611	127	0.13
1611	128	0.11
1611	129	0.1
1611	130	0.26
1611	133	0.01
1612	936	0.11
1612	937	0.03
1612	938	0.08
1612	939	0.13
1612	940	0.19
1612	942	0.07
1612	943	0.08
1612	944	0.06
1612	946	0.16
1612	952	0.09
1613	130	0.01
1613	944	0.01
1613	945	0.4
1613	946	0.01
1613	952	0.01
1613	953	0.36
1613	954	0.2
1614	227	0.13
1614	229	0.21
1614	234	0.34
1614	235	0.32
1615	228	0.09
1615	941	0.25
1615	947	0.66
1616	950	0.44
1616	951	0.56
1617	941	0.03
1617	947	0.31
1617	948	0.41
1617	949	0.25
1618	247	0.25
1618	248	0.25
1618	249	0.25
1618	250	0.25
1619	230	0.31
1619	231	0.07
1619	232	0.39
1619	233	0.23
1620	962	0.02
1620	963	0.1
1620	964	0.51
1620	965	0.31
1620	972	0.06
1621	962	0.41
1621	963	0.31
1621	974	0.28
1622	970	0.31
1622	971	0.22
1622	973	0.47
1623	1091	0.39
1623	961	0.27
1623	975	0.34
1624	959	0.23
1624	960	0.4
1624	976	0.37
1625	957	0.16
1625	958	0.07
1625	959	0.06
1625	976	0.14
1625	977	0.32
1625	978	0.13
1625	979	0.12
1626	956	0.18
1626	980	0.82
1627	983	0.48
1627	984	0.36
1627	985	0.16
1628	122	0.01
1628	955	0.46
1628	956	0.01
1628	980	0.03
1628	981	0.49
1629	120	0.01
1629	982	0.93
1629	983	0.06
1630	119	0.39
1630	120	0.08
1630	121	0.01
1630	122	0.1
1630	123	0.15
1630	124	0.11
1630	131	0.06
1630	132	0.1
1631	114	0.21
1631	115	0.29
1631	116	0.27
1631	117	0.12
1631	118	0.11
1632	688	0.01
1632	689	0.2
1632	898	0.79
1633	687	0.07
1633	688	0.47
1633	690	0.4
1633	691	0.06
1634	690	0.03
1634	698	0.56
1634	699	0.41
1635	684	0.01
1635	686	0.63
1635	692	0.35
1635	693	0.01
1636	696	0.01
1636	697	0.47
1636	700	0.51
1636	701	0.01
1637	682	0.08
1637	684	0.05
1637	685	0.12
1637	693	0.09
1637	694	0.18
1637	695	0.29
1637	696	0.07
1637	701	0.08
1637	702	0.04
1638	703	0.2
1638	704	0.07
1638	705	0.08
1638	706	0.13
1638	707	0.1
1638	737	0.05
1638	738	0.06
1638	743	0.11
1638	744	0.13
1638	745	0.07
1639	708	0.23
1639	709	0.26
1639	710	0.51
1640	711	0.9
1640	712	0.09
1640	732	0.01
1641	711	0.01
1641	713	0.3
1641	714	0.17
1641	715	0.18
1641	716	0.17
1641	717	0.17
1642	717	0.2
1642	718	0.06
1642	719	0.35
1642	721	0.14
1642	722	0.25
1643	720	0.43
1643	997	0.57
1644	992	0.27
1644	993	0.39
1644	996	0.34
1645	990	0.91
1645	991	0.08
1645	993	0.01
1646	1091	0.01
1646	986	0.02
1646	987	0.97
1647	984	0.05
1647	985	0.13
1647	986	0.82
1648	1091	0.99
1648	986	0.01
1649	1091	0.02
1649	1092	0.2
1649	1093	0.21
1649	1094	0.08
1649	1095	0.12
1649	1096	0.24
1649	1097	0.13
1650	1079	0.06
1650	1100	0.33
1650	1104	0.27
1650	1105	0.23
1650	1106	0.06
1650	1107	0.05
1651	1076	0.11
1651	1077	0.01
1651	1080	0.23
1651	1081	0.17
1651	1089	0.04
1651	1096	0.02
1651	1097	0.07
1651	1098	0.02
1651	1099	0.33
1652	1054	0.15
1652	1055	0.12
1652	1075	0.13
1652	1077	0.09
1652	1078	0.04
1652	1101	0.09
1652	1102	0.17
1652	1103	0.21
1653	1082	0.06
1653	1083	0.04
1653	1084	0.05
1653	1085	0.07
1653	1086	0.05
1653	1087	0.07
1653	1088	0.07
1653	1089	0.39
1653	1090	0.06
1653	1091	0.06
1653	1096	0.02
1653	1098	0.06
1654	1070	0.18
1654	1071	0.17
1654	1072	0.16
1654	1073	0.4
1654	1074	0.01
1654	1086	0.05
1654	1087	0.03
1655	1050	0.01
1655	1051	0.01
1655	1056	0.47
1655	1057	0.15
1655	1058	0.18
1655	1074	0.18
1656	1059	0.09
1656	1060	0.27
1656	1065	0.1
1656	1067	0.07
1656	1068	0.18
1656	1069	0.29
1657	1062	0.28
1657	1063	0.32
1657	1064	0.18
1657	1065	0.05
1657	1066	0.12
1657	1067	0.05
1658	1003	0.01
1658	1004	0.27
1658	1005	0.09
1658	1006	0.08
1658	987	0.01
1658	988	0.12
1658	989	0.42
1659	1002	0.31
1659	1003	0.31
1659	994	0.17
1659	995	0.21
1660	1000	0.28
1660	1001	0.39
1660	998	0.2
1660	999	0.13
1661	723	0.28
1661	724	0.24
1661	725	0.24
1661	726	0.24
1662	727	0.25
1662	728	0.28
1662	729	0.12
1662	730	0.25
1662	731	0.09
1662	732	0.01
1663	732	0.35
1663	733	0.13
1663	734	0.38
1663	735	0.11
1663	736	0.03
1664	746	0.31
1664	747	0.39
1664	748	0.13
1664	749	0.13
1664	771	0.04
1665	770	0.98
1665	771	0.02
1666	739	0.07
1666	741	0.19
1666	742	0.38
1666	750	0.15
1666	751	0.21
1667	750	0.01
1667	769	0.98
1667	770	0.01
1668	740	0.09
1668	752	0.11
1668	753	0.38
1668	754	0.07
1668	755	0.35
1669	731	0.03
1669	732	0.01
1669	755	0.02
1669	756	0.16
1669	757	0.22
1669	758	0.11
1669	759	0.04
1669	760	0.11
1669	761	0.04
1669	762	0.06
1669	763	0.2
1670	1002	0.04
1670	1012	0.96
1671	1008	0.26
1671	1010	0.22
1671	1011	0.34
1671	1016	0.01
1671	1018	0.17
1672	1007	0.75
1672	1009	0.25
1673	1009	0.01
1673	1034	0.27
1673	1035	0.57
1673	1036	0.15
1674	1034	0.03
1674	1036	0.01
1674	1037	0.12
1674	1038	0.12
1674	1044	0.08
1674	1045	0.09
1674	1046	0.08
1674	1047	0.17
1674	1048	0.08
1674	1049	0.08
1674	1050	0.08
1674	1061	0.06
1675	1030	0.22
1675	1031	0.1
1675	1032	0.13
1675	1033	0.31
1675	1034	0.02
1675	1039	0.09
1675	1040	0.13
1676	1042	0.07
1676	1043	0.07
1676	1051	0.07
1676	1052	0.11
1676	1053	0.03
1676	1136	0.18
1676	1137	0.22
1676	1138	0.25
1677	1041	0.11
1677	1139	0.89
1678	1140	1
1679	1136	0.08
1679	1141	0.11
1679	1142	0.16
1679	1147	0.15
1679	1148	0.05
1679	1149	0.28
1679	1150	0.13
1679	1158	0.03
1679	1159	0.01
1680	1157	0.27
1680	1158	0.39
1680	1159	0.34
1681	1150	0.34
1681	1151	0.3
1681	1155	0.29
1681	1156	0.07
1682	1152	0.48
1682	1153	0.36
1682	1154	0.16
1683	1027	0.02
1683	1028	0.01
1683	1029	0.97
1684	1016	0.01
1684	1028	0.99
1685	1011	0.11
1685	1013	0.2
1685	1014	0.19
1685	1015	0.22
1685	1016	0.2
1685	1019	0.03
1685	1184	0.05
1686	764	0.52
1686	779	0.09
1686	780	0.39
1687	765	0.52
1687	778	0.48
1688	766	0.19
1688	767	0.18
1688	776	0.04
1688	777	0.59
1689	774	0.01
1689	776	0.99
1690	768	0.21
1690	774	0.63
1690	775	0.16
1691	771	0.02
1691	772	0.43
1691	773	0.55
1692	771	0.99
1692	790	0.01
1693	790	0.75
1693	791	0.25
1694	787	0.08
1694	788	0.46
1694	789	0.37
1694	791	0.09
1695	788	0.02
1695	791	0.28
1695	792	0.31
1695	808	0.39
1696	785	0.06
1696	786	0.1
1696	793	0.24
1696	794	0.18
1696	795	0.08
1696	805	0.19
1696	806	0.04
1696	807	0.11
1697	784	0.95
1697	796	0.05
1698	796	1
1699	783	0.51
1699	796	0.02
1699	797	0.47
1700	781	0.52
1700	782	0.48
1701	798	0.58
1701	799	0.42
1702	1015	0.06
1702	1017	0.55
1702	1185	0.39
1703	1019	0.34
1703	1020	0.25
1703	1021	0.24
1703	1022	0.06
1703	1023	0.11
1704	1019	0.01
1704	1024	0.15
1704	1025	0.64
1704	1026	0.01
1704	1027	0.01
1704	1028	0.01
1704	1187	0.17
1705	1026	0.41
1705	1027	0.21
1705	1182	0.04
1705	1186	0.15
1705	1188	0.19
1706	1153	0.02
1706	1167	0.01
1706	1168	0.01
1706	1169	0.89
1706	1170	0.07
1707	1153	0.02
1707	1162	0.06
1707	1163	0.16
1707	1164	0.15
1707	1165	0.22
1707	1166	0.14
1707	1167	0.15
1707	1168	0.1
1708	1166	0.06
1708	1167	0.01
1708	1169	0.17
1708	1171	0.39
1708	1172	0.37
1709	1160	0.15
1709	1161	0.41
1709	1162	0.43
1709	1164	0.01
1710	1161	0.02
1710	1173	0.38
1710	1174	0.28
1710	1175	0.23
1710	1176	0.09
1711	1193	1
1712	1177	0.37
1712	1178	0.62
1712	1192	0.01
1713	1180	0.31
1713	1192	0.69
1714	1179	0.21
1714	1181	0.28
1714	1182	0.31
1714	1183	0.2
1715	799	0.05
1715	800	0.59
1715	801	0.36
1716	1020	0.17
1716	1022	0.04
1716	875	0.78
1716	876	0.01
1717	802	0.18
1717	803	0.37
1717	870	0.2
1717	871	0.01
