psrc_zone_id	bkr_zone_id	percent
2952	1351	0.91
2953	1351	1
2954	1323	0.04
2954	1351	0.96
2955	1351	1
2956	1323	0.03
2956	1351	0.97
2957	1351	1
2958	1351	1
2959	1351	1
2960	1351	1
2961	1351	1
2962	1351	1
2963	1351	1
2964	1351	1
2965	1351	1
2966	1351	1
2967	1351	1
2968	1351	1
2969	1351	1
2970	1351	1
2971	1351	1
2972	1351	1
2973	1351	1
2974	1351	1
2975	1351	1
2976	1351	1
2977	1351	1
2978	1351	1
2979	1351	1
2980	1351	1
2981	1351	1
2982	1351	1
2983	1351	1
2984	1351	1
2985	1351	1
2986	1351	1
2987	1351	1
2988	1351	1
2989	1351	1
2990	1351	1
2991	1351	1
2992	1351	1
2993	1351	1
2994	1351	1
2995	1351	1
2996	1351	1
2997	1351	1
2998	1351	1
2999	1351	1
3000	1351	1
3001	1351	1
3002	1351	1
3003	1351	1
3004	1351	1
3005	1351	1
3006	1351	1
3007	1351	1
3008	1351	1
3009	1351	1
3010	1351	1
3011	1351	1
3012	1351	1
3013	1351	1
3014	1351	1
3015	1350	0.02
3015	1351	0.98
3016	1351	1
3017	1351	1
3018	1351	1
3019	1351	1
3020	1351	1
3021	1351	1
3022	1351	1
3023	1351	1
3024	1351	1
3025	1351	1
3026	1351	1
3027	1351	1
3028	1351	1
3029	1351	1
3030	1351	1
3031	1351	1
3032	1319	1
3033	1319	1
3034	1319	1
3035	1319	1
3036	1351	1
3037	1351	1
3038	1319	1
3039	1351	1
3040	1351	1
3041	1351	1
3042	1351	1
3043	1351	1
3044	1351	1
3045	1351	1
3046	1351	1
3047	1351	1
3048	1351	1
3049	1351	1
3050	1319	0.02
3050	1351	0.98
3051	1351	1
3052	1319	0.6
3052	1351	0.4
3053	1351	1
3054	1319	0.95
3054	1351	0.05
3055	1319	1
3056	1319	1
3057	1351	1
3058	1319	1
3059	1319	1
3060	1319	1
3061	1319	1
3062	1351	1
3063	1319	1
3064	1319	1
3065	1351	1
3066	1319	1
3067	1319	1
3068	1351	1
3069	1319	1
3070	1319	1
3071	1319	1
3072	1319	1
3073	1319	1
3074	1319	1
3075	1319	1
3076	1319	1
3077	1319	1
3078	1352	1
3079	1352	1
3080	1352	1
3081	1352	1
3082	1352	1
3083	1352	1
3084	1352	1
3085	1352	1
3086	1352	1
3087	1352	1
3088	1352	1
3089	1352	1
3090	1352	1
3091	1352	1
3092	1352	1
3093	1352	1
3094	1352	1
3095	1352	1
3096	1352	1
3097	1352	1
3098	1352	1
3099	1352	1
3100	1352	1
3101	1352	1
3102	1352	1
3103	1352	1
3104	1352	1
3105	1352	1
3106	1352	1
3107	1352	1
3108	1352	1
3109	1352	1
3110	1352	1
3111	1352	1
3112	1352	1
3113	1352	1
3114	1352	1
3115	1352	1
3116	1352	1
3117	1352	1
3118	1352	1
3119	1352	1
3120	1352	1
3121	1352	1
3122	1352	1
3123	1352	1
3124	1352	1
3125	1352	1
3126	1352	1
3127	1352	1
3128	1352	1
3129	1320	0.02
3129	1352	0.98
3130	1352	1
3131	1352	1
3132	1320	0.04
3132	1352	0.96
3133	1320	0.97
3133	1352	0.03
3134	1320	1
3135	1320	1
3136	1320	1
3137	1320	1
3138	1320	1
3139	1320	1
3140	1320	1
3141	1320	1
3142	1320	1
3143	1320	1
3144	1320	1
3145	1320	1
3146	1320	1
3147	1320	1
3148	1320	1
3149	1320	1
3150	1320	1
3151	1320	1
3152	1320	1
3153	1320	1
3154	1320	0.99
3154	1325	0.01
3155	1320	1
3156	1320	1
3157	1320	1
3158	1320	1
3159	1320	0.02
3159	1353	0.98
3160	1320	0.01
3160	1353	0.99
3161	1353	1
3162	1353	1
3163	1317	0.01
3163	1325	0.01
3163	1353	0.98
3164	1353	1
3165	1317	0.05
3165	1353	0.95
3166	1353	1
3167	1353	1
3168	1320	0.06
3168	1353	0.94
3169	1320	1
3170	1320	1
3171	1320	1
3172	1320	1
3173	1320	1
3174	1320	1
3175	1320	1
3176	1320	1
3177	1320	0.99
3177	1352	0.01
3178	1320	1
3179	1320	1
3180	1320	1
3181	1320	1
3182	1320	0.98
3182	1352	0.02
3183	1320	1
3184	1350	0.99
3184	1352	0.01
3185	1350	0.97
3185	1352	0.03
3186	1350	1
3187	1350	0.86
3187	1352	0.14
3188	1350	1
3189	1323	0.01
3189	1350	0.99
3190	1350	1
3191	1323	0.03
3191	1350	0.97
3192	1350	0.98
3192	1351	0.02
3193	1350	1
3194	1350	0.94
3194	1351	0.06
3195	1350	0.93
3195	1351	0.07
3196	1350	1
3197	1350	0.98
3197	1351	0.02
3198	1350	1
3199	1350	1
3200	1350	1
3201	1350	1
3202	1350	1
3203	1350	1
3204	1350	1
3205	1350	1
3206	1350	1
3207	1350	1
3208	1350	1
3209	1350	1
3210	1350	1
3211	1350	1
3212	1320	1
3213	1320	1
3214	1320	1
3215	1320	1
3216	1320	1
3217	1320	1
3218	1320	1
3219	1320	1
3220	1320	1
3221	1320	1
3222	1320	1
3223	1320	0.99
3223	1353	0.01
3224	1353	1
3225	1353	1
3226	1353	1
3227	1353	1
3228	1317	0.04
3228	1353	0.96
3229	1353	1
3230	1320	0.94
3230	1353	0.06
3231	1320	1
3232	1320	1
3233	1320	1
3234	1320	1
3235	1320	1
3236	1320	1
3237	1320	1
3238	1320	1
3239	1320	1
3240	1320	1
3241	1320	1
3242	1320	1
3243	1320	1
3244	1320	1
3245	1320	1
3246	1320	1
3247	1320	1
3248	1350	1
3249	1350	1
3250	1350	1
3251	1350	1
3252	1350	1
3253	1350	1
3254	1350	1
3255	1350	1
3256	1350	1
3257	1350	1
3258	1350	1
3259	1350	1
3260	1350	0.98
3260	1351	0.02
3261	1350	1
3262	1350	0.97
3262	1351	0.03
3263	1350	1
3264	1350	1
3265	1350	1
3266	1350	1
3267	1350	1
3268	1350	1
3269	1350	1
3270	1350	1
3271	1350	1
3272	1350	1
3273	1350	1
3274	1350	1
3275	1350	1
3276	1350	1
3277	1350	1
3278	1320	1
3279	1320	1
3280	1320	1
3281	1320	1
3282	1320	1
3283	1320	1
3284	1320	1
3285	1320	1
3286	1320	1
3287	1320	1
3288	1320	1
3289	1320	1
3290	1320	1
3291	1320	1
3292	1320	0.9
3292	1353	0.1
3293	1320	0.01
3293	1353	0.99
3294	1353	1
3295	1353	1
3296	1353	1
3297	1353	1
3298	1353	1
3299	1353	1
3300	1317	0.01
3300	1353	0.99
3301	1318	1
3302	1311	0.01
3302	1318	0.99
3303	1353	1
3304	1353	1
3305	1353	1
3306	1353	1
3307	1353	1
3308	1353	1
3309	1353	1
3310	1353	1
3311	1353	0.97
3311	1354	0.03
3312	1353	0.18
3312	1354	0.82
3313	1320	1
3314	1320	1
3315	1320	1
3316	1320	1
3317	1354	1
3318	1320	1
3319	1354	1
3320	1320	1
3321	1320	1
3322	1354	1
3323	1350	1
3324	1350	1
3325	1354	1
3326	1350	1
3327	1350	1
3328	1354	1
3329	1350	1
3330	1354	1
3331	1350	1
3332	1350	1
3333	1350	1
3334	1354	1
3335	1350	1
3336	1350	1
3337	1350	1
3338	1354	1
3339	1350	1
3340	1350	1
3341	1354	1
3342	1350	1
3343	1350	0.96
3343	1351	0.04
3344	1319	0.03
3344	1350	0.93
3344	1351	0.04
3345	1319	1
3346	1319	1
3347	1319	1
3348	1319	1
3349	1319	1
3350	1319	1
3351	1319	1
3352	1319	1
3353	1319	1
3354	1319	1
3355	1319	1
3356	1319	1
3357	1321	1
3358	1354	1
3359	1354	1
3360	1354	1
3361	1354	1
3362	1354	1
3363	1354	1
3364	1354	1
3365	1354	1
3366	1354	1
3367	1354	1
3368	1354	1
3369	1354	1
3370	1354	1
3371	1354	1
3372	1354	1
3373	1354	1
3374	1354	1
3375	1354	1
3376	1354	1
3377	1354	1
3378	1354	1
3379	1354	1
3380	1354	1
3381	1354	1
3382	1354	1
3383	1354	1
3384	1354	1
3385	1354	1
3386	1354	1
3387	1354	1
3388	1354	1
3389	1354	1
3390	1354	1
3391	1354	1
3392	1354	1
3393	1354	1
3394	1354	1
3395	1354	1
3396	1319	0.03
3396	1354	0.97
3397	1319	1
3398	1319	1
3399	1354	1
3400	1354	1
3401	1354	1
3402	1354	1
3403	1354	1
3404	1354	1
3405	1354	1
3406	1354	1
3407	1354	1
3408	1354	1
3409	1354	1
3410	1354	1
3411	1354	1
3412	1353	0.97
3412	1354	0.03
3413	1353	1
3414	1353	1
3415	1353	1
3416	1353	1
3417	1318	1
3418	1318	1
3419	1318	1
3420	1318	1
3421	1318	1
3422	1353	1
3423	1318	0.04
3423	1321	0.02
3423	1353	0.94
3424	1353	0.01
3424	1354	0.99
3425	1354	1
3426	1354	1
3427	1354	1
3428	1354	1
3429	1354	1
3430	1354	1
3431	1354	1
3432	1354	1
3433	1354	1
3434	1354	1
3435	1354	1
3436	1354	1
3437	1354	1
3438	1321	1
3439	1321	1
3440	1321	1
3441	1321	1
3442	1321	1
3443	1321	1
3444	1321	1
3445	1318	1
3446	1318	1
3447	1318	1
3448	1318	1
3449	1318	1
3450	1321	1
3451	1318	0.33
3451	1321	0.67
3452	1321	1
3453	1321	1
3454	1321	1
3455	1321	1
3456	1321	1
3457	1321	1
3458	1319	1
3459	1319	1
3460	1321	1
3461	1321	1
3462	1321	1
3463	1318	1
3464	1318	1
3465	1318	1
3466	1318	1
3467	1349	1
3468	1349	1
3469	1349	1
3470	1349	1
3471	1349	1
3472	1349	1
3473	1349	1
3474	1349	1
3475	1349	1
3476	1349	1
3477	1349	1
3478	1349	1
3479	1349	1
3480	1349	1
3481	1349	1
3482	1349	1
3483	1349	1
3484	1349	1
3485	1349	1
3486	1349	1
3487	1349	1
3488	1349	1
3489	1349	1
3490	1349	1
3491	1349	1
3492	1349	1
3493	1349	1
3494	1347	1
3495	1347	1
3496	1347	1
3497	1347	1
3498	1347	1
3499	1347	1
3500	1349	1
3501	1349	1
3502	1349	1
3503	1349	1
3504	1349	1
3505	1349	1
3506	1349	1
3507	1349	1
3508	1347	1
3509	1347	1
3510	1347	1
3511	1347	1
3512	1347	1
3513	1347	1
3514	1347	1
3515	1347	1
3516	1347	1
3517	1347	1
3518	1347	1
3519	1347	1
3520	1347	1
3521	1347	1
3522	1347	1
3523	1347	1
3524	1347	1
3525	1347	1
3526	1347	1
3527	1347	1
3528	1347	1
3529	1347	1
3530	1347	1
3531	1347	1
3532	1347	1
3533	1347	1
3534	1347	1
3535	1347	1
3536	1347	1
3537	1347	1
3538	1347	1
3539	1347	1
3540	1347	1
3541	1347	1
3542	1347	1
3543	1347	1
3544	1347	1
3545	1347	1
3546	1347	1
3547	1347	1
3548	1347	1
3549	1347	1
3550	1347	1
3551	1347	1
3552	1347	1
3553	1347	1
3554	1347	1
3555	1347	1
3556	1347	1
3557	1347	1
3558	1347	1
3559	1347	1
3560	1347	1
3561	1347	1
3562	1347	1
3563	1347	1
3564	1347	1
3565	1347	1
3566	1347	1
3567	1347	1
3568	1347	1
3569	1347	1
3570	1347	1
3571	1347	1
3572	1347	1
3573	1347	1
3574	1347	1
3575	1347	1
3576	1347	1
3577	1347	1
3578	1347	1
3579	1347	1
3580	1347	1
3581	1347	1
3582	1347	1
3583	1347	1
3584	1347	1
3585	1347	1
3586	1347	1
3587	1347	1
3588	1347	1
3589	1347	1
3590	1347	1
3591	1347	1
3592	1347	1
3593	1347	1
3594	1347	1
3595	1347	1
3596	1347	1
3597	1347	1
3598	1347	1
3599	1347	1
3600	1347	1
3601	1347	1
3602	1347	1
3603	1347	1
3604	1347	1
3605	1347	1
3606	1347	1
3607	1347	1
3608	1347	1
3609	1347	1
3610	1347	1
3611	1347	1
3612	1347	1
3613	1347	1
3614	1347	1
3615	1347	1
3616	1347	1
3617	1347	1
3618	1347	1
3619	1347	1
3620	1347	1
3621	1347	1
3622	1347	1
3623	1347	1
3624	1347	1
3625	1347	1
3626	1347	1
3627	1347	1
3628	1347	1
3629	1347	1
3630	1347	1
3631	1347	1
3632	1347	1
3633	1347	1
3634	1347	1
3635	1346	1
3636	1346	1
3637	1346	1
3638	1346	1
3639	1346	1
3640	1346	1
3641	1346	1
3642	1346	1
3643	1346	1
3644	1346	1
3645	1346	1
3646	1346	1
3647	1346	1
3648	1346	1
3649	1346	1
3650	1346	1
3651	1346	1
3652	1346	1
3653	1346	1
3654	1346	1
3655	1346	1
3656	1346	1
3657	1346	1
3658	1346	1
3659	1346	1
3660	1346	1
3661	1346	1
3662	1346	1
3663	1346	1
3664	1346	1
3665	1346	1
3666	1346	1
3667	1346	1
3668	1346	1
3669	1346	1
3670	1346	1
3671	1346	1
3672	1346	1
3673	1346	1
3674	1346	1
3675	1346	1
3676	1346	1
3677	1346	1
3678	1346	1
3679	1346	1
3680	1346	1
3681	1346	1
3682	1348	1
3683	1348	1
3684	1348	1
3685	1348	1
3686	1348	1
3687	1348	1
3688	1348	1
3689	1348	1
3690	1348	1
3691	1348	1
3692	1348	1
3693	1348	1
3694	1348	1
3695	1348	1
3696	1348	1
3697	1348	1
3698	1348	1
3699	1348	1
3700	1348	1
3733	1511	1
3734	1512	1
3735	1513	1
3736	1514	1
3737	1515	1
3738	1516	1
3739	1517	1
3740	1518	1
3741	1519	1
3742	1520	1
3743	1521	1
3744	1522	1
3745	1523	1
3746	1524	1
3747	1525	1
3748	1526	1
3749	1527	1
3750	1528	1
3751	1476	1
3752	1442	1
3753	1367	1
3754	1477	1
3755	1478	1
3756	1525	1
3757	1479	1
3758	1480	1
3759	1365	1
3760	1474	1
3761	1483	1
3762	1473	1
3763	1436	1
3764	1486	1
3765	1489	1
3766	1361	1
3767	1427	1
3768	1362	1
3769	1363	1
3770	1364	1
3771	1365	1
3772	1366	1
3773	1367	1
3774	1367	1
3775	1368	1
3776	1369	1
3777	1370	1
3778	1361	1
3779	1371	1
3780	1373	1
3781	1374	1
3782	1375	1
3783	1376	1
3784	1405	1
3785	1378	1
3786	1379	1
3787	1380	1
3788	1381	1
3789	1382	1
3790	1383	1
3791	1385	1
3792	1386	1
3793	1387	1
3794	1387	1
3795	1389	1
3796	1390	1
3797	1391	1
3798	1392	1
3799	1393	1
3800	1394	1
3801	1471	1
3802	1395	1
3803	1396	1
3804	1397	1
3805	1398	1
3806	1399	1
3807	1400	1
3808	1401	1
3809	1402	1
3810	1403	1
3811	1404	1
3812	1405	1
3813	1406	1
3814	1407	1
3815	1407	1
3816	1408	1
3817	1409	1
3818	1410	1
3819	1411	1
3820	1412	1
3821	1413	1
3822	1415	1
3823	1416	1
3824	1418	1
3825	1494	1
3826	1419	1
3827	1492	1
3828	1482	1
3829	1420	1
3830	1422	1
3831	1423	1
3832	1424	1
3833	1425	1
3834	1426	1
3835	1428	1
3836	1429	1
3837	1430	1
3838	1493	1
3839	1431	1
3840	1432	1
3841	1433	1
3842	1434	1
3843	1435	1
3844	1492	1
3845	1436	1
3846	1456	1
3847	1438	1
3848	1439	1
3849	1491	1
3850	1439	1
3851	1456	1
3852	1483	1
3853	1441	1
3855	1460	1
3856	1445	1
3857	1446	1
3858	1391	1
3861	1448	1
3862	1449	1
3863	1450	1
3864	1451	1
3865	1452	1
3866	1453	1
3867	1454	1
3868	1455	1
3870	1458	1
3871	1459	1
3873	1461	1
3874	1462	1
3875	1463	1
3876	1464	1
3877	1465	1
3878	1368	1
3879	1468	1
3880	1469	1
3881	1438	1
3882	1438	1
3883	1471	1
3884	1472	1
3885	1459	1
3886	1474	1
3888	1440	1
3889	1488	1
3890	1524	1
3891	1429	1
3892	1425	1
3893	1475	1
3894	1384	1
3895	1386	1
3896	1384	1
3897	1413	1
3898	1382	1
3899	1376	1
3900	1485	1
3901	1399	1
3902	1475	1
3903	1404	1
3904	1443	1
3905	1447	1
3906	1467	1
