TAZ,OldDistric,County,New DistrictName,Region_old,Region
786,9,King,East Side,BKR,BKR
787,9,King,East Side,BKR,BKR
788,9,King,East Side,BKR,BKR
789,9,King,East Side,BKR,BKR
790,9,King,East Side,BKR,BKR
791,9,King,East Side,BKR,BKR
792,9,King,East Side,BKR,BKR
793,9,King,East Side,BKR,BKR
794,9,King,East Side,BKR,BKR
795,9,King,East Side,BKR,BKR
796,9,King,East Side,BKR,BKR
797,9,King,East Side,BKR,BKR
798,9,King,East Side,BKR,BKR
799,9,King,East Side,BKR,BKR
800,9,King,East Side,BKR,BKR
801,9,King,East Side,BKR,BKR
802,9,King,East Side,BKR,BKR
803,9,King,East Side,BKR,BKR
804,9,King,East Side,BKR,BKR
805,9,King,East Side,BKR,BKR
806,9,King,East Side,BKR,BKR
807,9,King,East Side,BKR,BKR
808,9,King,East Side,BKR,BKR
809,9,King,East Side,BKR,BKR
810,9,King,East Side,BKR,BKR
811,9,King,East Side,BKR,BKR
812,9,King,East Side,BKR,BKR
813,9,King,East Side,BKR,BKR
814,9,King,East Side,BKR,BKR
815,9,King,East Side,BKR,BKR
816,9,King,East Side,BKR,BKR
817,9,King,East Side,BKR,BKR
818,9,King,East Side,BKR,BKR
819,9,King,East Side,BKR,BKR
820,9,King,East Side,BKR,BKR
821,9,King,East Side,BKR,BKR
822,9,King,East Side,BKR,BKR
823,9,King,East Side,BKR,BKR
824,9,King,East Side,BKR,BKR
825,9,King,East Side,BKR,BKR
826,9,King,East Side,BKR,BKR
827,9,King,East Side,BKR,BKR
828,9,King,East Side,BKR,BKR
829,9,King,East Side,BKR,BKR
830,9,King,East Side,BKR,BKR
831,9,King,East Side,BKR,BKR
832,9,King,East Side,BKR,BKR
833,9,King,East Side,BKR,BKR
834,9,King,East Side,BKR,BKR
835,9,King,East Side,BKR,BKR
836,9,King,East Side,BKR,BKR
837,9,King,East Side,BKR,BKR
838,9,King,East Side,BKR,BKR
839,9,King,East Side,BKR,BKR
840,9,King,East Side,BKR,BKR
841,9,King,East Side,BKR,BKR
842,9,King,East Side,BKR,BKR
843,9,King,East Side,BKR,BKR
844,9,King,East Side,BKR,BKR
845,9,King,East Side,BKR,BKR
846,9,King,East Side,BKR,BKR
847,9,King,East Side,BKR,BKR
848,9,King,East Side,BKR,BKR
849,9,King,East Side,BKR,BKR
850,9,King,East Side,BKR,BKR
851,9,King,East Side,BKR,BKR
852,9,King,East Side,BKR,BKR
853,9,King,East Side,BKR,BKR
854,9,King,East Side,BKR,BKR
855,9,King,East Side,BKR,BKR
856,9,King,East Side,BKR,BKR
857,9,King,East Side,BKR,BKR
858,9,King,East Side,BKR,BKR
859,9,King,East Side,BKR,BKR
860,9,King,East Side,BKR,BKR
861,9,King,East Side,BKR,BKR
862,9,King,East Side,BKR,BKR
863,9,King,East Side,BKR,BKR
864,9,King,East Side,BKR,BKR
865,9,King,East Side,BKR,BKR
866,9,King,East Side,BKR,BKR
867,9,King,East Side,BKR,BKR
868,9,King,East Side,BKR,BKR
869,9,King,East Side,BKR,BKR
870,9,King,East Side,BKR,BKR
871,9,King,East Side,BKR,BKR
872,9,King,East Side,BKR,BKR
873,9,King,East Side,BKR,BKR
874,9,King,East Side,BKR,BKR
875,9,King,East Side,BKR,BKR
876,9,King,East Side,BKR,BKR
877,9,King,East Side,BKR,BKR
878,9,King,East Side,BKR,BKR
879,9,King,East Side,BKR,BKR
880,9,King,East Side,BKR,BKR
881,9,King,East Side,BKR,BKR
882,9,King,East Side,BKR,BKR
883,9,King,East Side,BKR,BKR
884,9,King,East Side,BKR,BKR
885,9,King,East Side,BKR,BKR
886,9,King,East Side,BKR,BKR
887,9,King,East Side,BKR,BKR
888,9,King,East Side,BKR,BKR
889,9,King,East Side,BKR,BKR
890,9,King,East Side,BKR,BKR
891,9,King,East Side,BKR,BKR
892,9,King,East Side,BKR,BKR
893,9,King,East Side,BKR,BKR
894,9,King,East Side,BKR,BKR
895,9,King,East Side,BKR,BKR
896,9,King,East Side,BKR,BKR
897,9,King,East Side,BKR,BKR
898,9,King,East Side,BKR,BKR Fringe
899,9,King,East Side,BKR,BKR Fringe
900,9,King,East Side,BKR,BKR Fringe
901,9,King,East Side,BKR,BKR Fringe
902,9,King,East Side,BKR,BKR Fringe
903,9,King,East Side,BKR,BKR Fringe
904,9,King,East Side,BKR,BKR Fringe
905,9,King,East Side,BKR,BKR Fringe
906,9,King,East Side,BKR,BKR Fringe
907,9,King,East Side,BKR,BKR Fringe
908,9,King,East Side,BKR,BKR Fringe
909,9,King,East Side,BKR,BKR Fringe
910,9,King,East Side,BKR,BKR Fringe
911,9,King,East Side,BKR,BKR Fringe
912,9,King,East Side,BKR,BKR Fringe
913,9,King,East Side,BKR,BKR Fringe
914,9,King,East Side,BKR,BKR Fringe
915,9,King,East Side,BKR,BKR Fringe
916,9,King,East Side,BKR,BKR Fringe
917,9,King,East Side,BKR,BKR Fringe
918,9,King,East Side,BKR,BKR Fringe
931,9,King,East Side,BKR,BKR
932,9,King,East Side,BKR,BKR
933,9,King,East Side,BKR,BKR
934,9,King,East Side,BKR,BKR
935,9,King,East Side,BKR,BKR
936,9,King,East Side,BKR,BKR
937,9,King,East Side,BKR,BKR
938,9,King,East Side,BKR,BKR
939,9,King,East Side,BKR,BKR
940,9,King,East Side,BKR,BKR
941,9,King,East Side,BKR,BKR
942,9,King,East Side,BKR,BKR
943,9,King,East Side,BKR,BKR
944,9,King,East Side,BKR,BKR
945,9,King,East Side,BKR,BKR
946,9,King,East Side,BKR,BKR
947,9,King,East Side,BKR,BKR
948,9,King,East Side,BKR,BKR
949,9,King,East Side,BKR,BKR
950,9,King,East Side,BKR,BKR
951,9,King,East Side,BKR,BKR
952,9,King,East Side,BKR,BKR
953,9,King,East Side,BKR,BKR
954,9,King,East Side,BKR,BKR
955,9,King,East Side,BKR,BKR
956,9,King,East Side,BKR,BKR
957,9,King,East Side,BKR,BKR
958,9,King,East Side,BKR,BKR
959,9,King,East Side,BKR,BKR
960,9,King,East Side,BKR,BKR
961,9,King,East Side,BKR,BKR
962,9,King,East Side,BKR,BKR
963,9,King,East Side,BKR,BKR
964,9,King,East Side,BKR,BKR
965,9,King,East Side,BKR,BKR
966,8,King,East Side,BKR,BKR
967,8,King,East Side,BKR,BKR
968,8,King,East Side,BKR,BKR
969,8,King,East Side,BKR,BKR
970,9,King,East Side,BKR,BKR
971,9,King,East Side,BKR,BKR
972,9,King,East Side,BKR,BKR
973,9,King,East Side,BKR,BKR
974,9,King,East Side,BKR,BKR
975,9,King,East Side,BKR,BKR
976,9,King,East Side,BKR,BKR
977,9,King,East Side,BKR,BKR
978,9,King,East Side,BKR,BKR
979,9,King,East Side,BKR,BKR
980,9,King,East Side,BKR,BKR
981,9,King,East Side,BKR,BKR
982,9,King,East Side,BKR,BKR
983,9,King,East Side,BKR,BKR
984,9,King,East Side,BKR,BKR
985,9,King,East Side,BKR,BKR
986,9,King,East Side,BKR,BKR
987,9,King,East Side,BKR,BKR
988,9,King,East Side,BKR,BKR
989,9,King,East Side,BKR,BKR
990,9,King,East Side,BKR,BKR
991,9,King,East Side,BKR,BKR
992,9,King,East Side,BKR,BKR
993,9,King,East Side,BKR,BKR
994,9,King,East Side,BKR,BKR
995,9,King,East Side,BKR,BKR
996,9,King,East Side,BKR,BKR
997,9,King,East Side,BKR,BKR
998,9,King,East Side,BKR,BKR
999,9,King,East Side,BKR,BKR
1000,9,King,East Side,BKR,BKR
1001,9,King,East Side,BKR,BKR
1002,9,King,East Side,BKR,BKR
1003,9,King,East Side,BKR,BKR
1004,9,King,East Side,BKR,BKR
1005,9,King,East Side,BKR,BKR
1006,9,King,East Side,BKR,BKR
1007,9,King,East Side,BKR,BKR
1008,9,King,East Side,BKR,BKR
1009,9,King,East Side,BKR,BKR
1010,9,King,East Side,BKR,BKR
1011,9,King,East Side,BKR,BKR
1012,9,King,East Side,BKR,BKR
1013,9,King,East Side,BKR,BKR
1014,9,King,East Side,BKR,BKR
1015,9,King,East Side,BKR,BKR
1016,9,King,East Side,BKR,BKR
1017,9,King,East Side,BKR,BKR
1018,9,King,East Side,BKR,BKR
1019,9,King,East Side,BKR,BKR
1020,9,King,East Side,BKR,BKR
1021,9,King,East Side,BKR,BKR
1022,9,King,East Side,BKR,BKR
1023,9,King,East Side,BKR,BKR
1024,9,King,East Side,BKR,BKR
1025,9,King,East Side,BKR,BKR
1026,9,King,East Side,BKR,BKR
1027,9,King,East Side,BKR,BKR
1028,9,King,East Side,BKR,BKR
1029,9,King,East Side,BKR,BKR
1030,9,King,East Side,BKR,BKR
1031,9,King,East Side,BKR,BKR
1032,9,King,East Side,BKR,BKR
1033,9,King,East Side,BKR,BKR
1034,9,King,East Side,BKR,BKR
1035,9,King,East Side,BKR,BKR
1036,9,King,East Side,BKR,BKR
1037,9,King,East Side,BKR,BKR
1038,9,King,East Side,BKR,BKR
1039,9,King,East Side,BKR,BKR
1040,9,King,East Side,BKR,BKR
1041,9,King,East Side,BKR,BKR
1042,9,King,East Side,BKR,BKR
1043,9,King,East Side,BKR,BKR
1044,9,King,East Side,BKR,BKR
1045,9,King,East Side,BKR,BKR
1046,9,King,East Side,BKR,BKR
1047,9,King,East Side,BKR,BKR
1048,9,King,East Side,BKR,BKR
1049,9,King,East Side,BKR,BKR
1050,9,King,East Side,BKR,BKR
1051,9,King,East Side,BKR,BKR
1052,9,King,East Side,BKR,BKR
1053,9,King,East Side,BKR,BKR
1054,9,King,East Side,BKR,BKR
1055,9,King,East Side,BKR,BKR
1056,9,King,East Side,BKR,BKR
1057,9,King,East Side,BKR,BKR
1058,9,King,East Side,BKR,BKR
1059,9,King,East Side,BKR,BKR
1060,9,King,East Side,BKR,BKR
1061,9,King,East Side,BKR,BKR
1062,9,King,East Side,BKR,BKR
1063,9,King,East Side,BKR,BKR
1064,9,King,East Side,BKR,BKR
1065,9,King,East Side,BKR,BKR
1066,9,King,East Side,BKR,BKR
1067,9,King,East Side,BKR,BKR
1068,9,King,East Side,BKR,BKR
1069,9,King,East Side,BKR,BKR
1070,9,King,East Side,BKR,BKR
1071,9,King,East Side,BKR,BKR
1072,9,King,East Side,BKR,BKR
1073,9,King,East Side,BKR,BKR
1074,9,King,East Side,BKR,BKR
1075,9,King,East Side,BKR,BKR
1076,9,King,East Side,BKR,BKR
1077,9,King,East Side,BKR,BKR
1078,9,King,East Side,BKR,BKR
1079,9,King,East Side,BKR,BKR
1080,9,King,East Side,BKR,BKR
1081,9,King,East Side,BKR,BKR
1082,9,King,East Side,BKR,BKR
1083,9,King,East Side,BKR,BKR
1084,9,King,East Side,BKR,BKR
1085,9,King,East Side,BKR,BKR
1086,9,King,East Side,BKR,BKR
1087,9,King,East Side,BKR,BKR
1088,9,King,East Side,BKR,BKR
1089,9,King,East Side,BKR,BKR
1090,9,King,East Side,BKR,BKR
1091,9,King,East Side,BKR,BKR
1092,9,King,East Side,BKR,BKR
1093,9,King,East Side,BKR,BKR
1094,9,King,East Side,BKR,BKR
1095,9,King,East Side,BKR,BKR
1096,9,King,East Side,BKR,BKR
1097,9,King,East Side,BKR,BKR
1098,9,King,East Side,BKR,BKR
1099,9,King,East Side,BKR,BKR
1100,9,King,East Side,BKR,BKR
1101,9,King,East Side,BKR,BKR
1102,9,King,East Side,BKR,BKR
1103,9,King,East Side,BKR,BKR
1104,9,King,East Side,BKR,BKR
1105,9,King,East Side,BKR,BKR
1106,9,King,East Side,BKR,BKR
1107,9,King,East Side,BKR,BKR
1108,9,King,East Side,BKR,BKR
1109,9,King,East Side,BKR,BKR
1110,9,King,East Side,BKR,BKR
1111,9,King,East Side,BKR,BKR
1112,9,King,East Side,BKR,BKR
1113,9,King,East Side,BKR,BKR
1114,9,King,East Side,BKR,BKR
1115,9,King,East Side,BKR,BKR
1116,9,King,East Side,BKR,BKR
1117,9,King,East Side,BKR,BKR
1118,9,King,East Side,BKR,BKR
1119,9,King,East Side,BKR,BKR
1120,9,King,East Side,BKR,BKR
1121,9,King,East Side,BKR,BKR
1122,9,King,East Side,BKR,BKR
1123,9,King,East Side,BKR,BKR
1124,9,King,East Side,BKR,BKR
1125,9,King,East Side,BKR,BKR
1126,9,King,East Side,BKR,BKR
1127,9,King,East Side,BKR,BKR
1128,9,King,East Side,BKR,BKR
1129,9,King,East Side,BKR,BKR
1130,9,King,East Side,BKR,BKR
1131,9,King,East Side,BKR,BKR
1132,9,King,East Side,BKR,BKR
1133,9,King,East Side,BKR,BKR
1134,9,King,East Side,BKR,BKR
1135,9,King,East Side,BKR,BKR
1136,9,King,East Side,BKR,BKR
1137,9,King,East Side,BKR,BKR
1138,9,King,East Side,BKR,BKR
1139,9,King,East Side,BKR,BKR
1140,9,King,East Side,BKR,BKR
1141,9,King,East Side,BKR,BKR
1142,9,King,East Side,BKR,BKR
1143,9,King,East Side,BKR,BKR
1144,9,King,East Side,BKR,BKR
1145,9,King,East Side,BKR,BKR
1146,9,King,East Side,BKR,BKR
1147,9,King,East Side,BKR,BKR
1148,9,King,East Side,BKR,BKR
1149,9,King,East Side,BKR,BKR
1150,9,King,East Side,BKR,BKR
1151,9,King,East Side,BKR,BKR
1152,9,King,East Side,BKR,BKR
1153,9,King,East Side,BKR,BKR
1154,9,King,East Side,BKR,BKR
1155,9,King,East Side,BKR,BKR
1156,9,King,East Side,BKR,BKR
1157,9,King,East Side,BKR,BKR
1158,9,King,East Side,BKR,BKR
1159,9,King,East Side,BKR,BKR
1160,9,King,East Side,BKR,BKR
1161,9,King,East Side,BKR,BKR
1162,9,King,East Side,BKR,BKR
1163,9,King,East Side,BKR,BKR
1164,9,King,East Side,BKR,BKR
1165,9,King,East Side,BKR,BKR
1166,9,King,East Side,BKR,BKR
1167,9,King,East Side,BKR,BKR
1168,9,King,East Side,BKR,BKR
1169,9,King,East Side,BKR,BKR
1170,9,King,East Side,BKR,BKR
1171,9,King,East Side,BKR,BKR
1172,9,King,East Side,BKR,BKR
1173,9,King,East Side,BKR,BKR
1174,9,King,East Side,BKR,BKR
1175,9,King,East Side,BKR,BKR
1176,9,King,East Side,BKR,BKR
1177,9,King,East Side,BKR,BKR
1178,9,King,East Side,BKR,BKR
1179,9,King,East Side,BKR,BKR
1180,9,King,East Side,BKR,BKR
1181,9,King,East Side,BKR,BKR
1182,9,King,East Side,BKR,BKR
1183,9,King,East Side,BKR,BKR
1184,9,King,East Side,BKR,BKR Fringe
1185,9,King,East Side,BKR,BKR Fringe
1186,9,King,East Side,BKR,BKR Fringe
1187,9,King,East Side,BKR,BKR Fringe
1188,9,King,East Side,BKR,BKR Fringe
1189,9,King,East Side,BKR,BKR Fringe
1190,9,King,East Side,BKR,BKR Fringe
1191,9,King,East Side,BKR,BKR Fringe
1192,9,King,East Side,BKR,BKR Fringe
1193,9,King,East Side,BKR,BKR Fringe
1194,9,King,East Side,BKR,BKR Fringe
1195,9,King,East Side,BKR,BKR Fringe
1196,9,King,East Side,BKR,BKR Fringe
1197,9,King,East Side,BKR,BKR Fringe
1198,9,King,East Side,BKR,BKR Fringe
1199,9,King,East Side,BKR,BKR Fringe
1200,9,King,East Side,BKR,BKR Fringe
1201,9,King,East Side,BKR,BKR Fringe
1202,9,King,East Side,BKR,BKR Fringe
1203,9,King,East Side,BKR,BKR Fringe
1204,9,King,East Side,BKR,BKR Fringe
1205,9,King,East Side,BKR,BKR Fringe
1206,9,King,East Side,BKR,BKR Fringe
1207,9,King,East Side,BKR,BKR Fringe
1208,9,King,East Side,BKR,BKR Fringe
1209,9,King,East Side,BKR,BKR Fringe
1210,9,King,East Side,BKR,BKR Fringe
1211,9,King,East Side,BKR,BKR Fringe
1212,9,King,East Side,BKR,BKR Fringe
1213,9,King,East Side,BKR,BKR Fringe
1214,9,King,East Side,BKR,BKR Fringe
1215,9,King,East Side,BKR,BKR Fringe
1231,7,King,East Side,Rest of King,Rest of King
1232,7,King,East Side,Rest of King,Rest of King
1233,6,King,East Side,Rest of King,Rest of King
1234,7,King,East Side,Rest of King,Rest of King
1235,7,King,East Side,Rest of King,Rest of King
1236,5,King,Renton-FedWay-Kent,Rest of King,Rest of King
1237,6,King,Renton-FedWay-Kent,Rest of King,Rest of King
1238,6,King,Renton-FedWay-Kent,Rest of King,Rest of King
1239,6,King,Renton-FedWay-Kent,Rest of King,Rest of King
1240,6,King,Renton-FedWay-Kent,Rest of King,Rest of King
1241,10,King,West-South Seattle,Seattle,Seattle
1242,8,King,East Side,Rest of King,Rest of King
1243,10,King,West-South Seattle,Seattle,Seattle
1244,10,King,West-South Seattle,Seattle,Seattle
1245,10,King,West-South Seattle,Seattle,Seattle
1246,12,King,Seattle CBD,Seattle,Seattle
1247,11,King,Seattle CBD,Seattle,Seattle
1248,11,King,Seattle CBD,Seattle,Seattle
1249,11,King,Seattle CBD,Seattle,Seattle
1250,11,King,Seattle CBD,Seattle,Seattle
1251,11,King,Seattle CBD,Seattle,Seattle
1252,12,King,Seattle CBD,Seattle,Seattle
1253,11,King,Seattle CBD,Seattle,Seattle
1254,12,King,Seattle CBD,Seattle,Seattle
1255,12,King,Seattle CBD,Seattle,Seattle
1256,12,King,Seattle CBD,Seattle,Seattle
1257,12,King,Seattle CBD,Seattle,Seattle
1258,13,King,North Seattle-Shoreline,Seattle,Seattle
1259,13,King,North Seattle-Shoreline,Seattle,Seattle
1260,13,King,North Seattle-Shoreline,Seattle,Seattle
1261,13,King,North Seattle-Shoreline,Seattle,Seattle
1262,13,King,North Seattle-Shoreline,Seattle,Seattle
1263,13,King,North Seattle-Shoreline,Seattle,Seattle
1264,13,King,North Seattle-Shoreline,Seattle,Seattle
1265,13,King,North Seattle-Shoreline,Seattle,Seattle
1266,13,King,North Seattle-Shoreline,Seattle,Seattle
1267,13,King,North Seattle-Shoreline,Seattle,Seattle
1268,13,King,North Seattle-Shoreline,Seattle,Seattle
1269,13,King,North Seattle-Shoreline,Seattle,Seattle
1270,13,King,North Seattle-Shoreline,Seattle,Seattle
1271,13,King,North Seattle-Shoreline,Seattle,Seattle
1272,13,King,North Seattle-Shoreline,Seattle,Seattle
1273,13,King,North Seattle-Shoreline,Seattle,Seattle
1274,13,King,North Seattle-Shoreline,Seattle,Seattle
1275,15,Snohomish,Everett-Lynwood-Edmonds,Snohomish,Snohomish
1276,16,Snohomish,Suburban Snohomish,Snohomish,Snohomish
1277,16,Snohomish,Suburban Snohomish,Snohomish,Snohomish
1278,16,Snohomish,Suburban Snohomish,Snohomish,Snohomish
1279,15,Snohomish,Everett-Lynwood-Edmonds,Snohomish,Snohomish
1280,17,Snohomish,Everett-Lynwood-Edmonds,Snohomish,Snohomish
1281,17,Snohomish,Everett-Lynwood-Edmonds,Snohomish,Snohomish
1282,17,Snohomish,Everett-Lynwood-Edmonds,Snohomish,Snohomish
1283,18,Snohomish,Everett-Lynwood-Edmonds,Snohomish,Snohomish
1284,18,Snohomish,Suburban Snohomish,Snohomish,Snohomish
1285,18,Snohomish,Suburban Snohomish,Snohomish,Snohomish
1286,18,Snohomish,Suburban Snohomish,Snohomish,Snohomish
1287,18,Snohomish,Suburban Snohomish,Snohomish,Snohomish
1288,18,Snohomish,Suburban Snohomish,Snohomish,Snohomish
1289,18,Snohomish,Suburban Snohomish,Snohomish,Snohomish
1290,18,Snohomish,Suburban Snohomish,Snohomish,Snohomish
1291,18,Snohomish,Suburban Snohomish,Snohomish,Snohomish
1292,18,Snohomish,Suburban Snohomish,Snohomish,Snohomish
1293,18,Snohomish,Suburban Snohomish,Snohomish,Snohomish
1294,16,Snohomish,Suburban Snohomish,Snohomish,Snohomish
1295,9,King,East Side,Rest of King,Rest of King
1296,9,King,East Side,Rest of King,Rest of King
1297,7,King,East Side,Rest of King,Rest of King
1298,8,King,East Side,Rest of King,Rest of King
1299,7,King,East Side,Rest of King,Rest of King
1300,7,King,East Side,Rest of King,Rest of King
1301,7,King,East Side,Rest of King,Rest of King
1302,7,King,East Side,Rest of King,Rest of King
1303,7,King,East Side,Rest of King,Rest of King
1304,7,King,East Side,Rest of King,Rest of King
1305,9,King,East Side,Rest of King,Rest of King
1306,7,King,East Side,Rest of King,Rest of King
1307,7,King,East Side,Rest of King,Rest of King
1308,7,King,East Side,Rest of King,Rest of King
1309,7,King,East Side,Rest of King,Rest of King
1310,7,King,East Side,Rest of King,Rest of King
1311,5,King,Renton-FedWay-Kent,Rest of King,Rest of King
1312,7,King,East Side,Rest of King,Rest of King
1313,7,King,East Side,Rest of King,Rest of King
1314,7,King,East Side,Rest of King,Rest of King
1315,5,King,Renton-FedWay-Kent,Rest of King,Rest of King
1316,5,King,Renton-FedWay-Kent,Rest of King,Rest of King
1317,4,King,Renton-FedWay-Kent,Rest of King,Rest of King
1318,2,Pierce,South Pierce,Pierce,Pierce
1319,1,Pierce,South Pierce,Pierce,Pierce
1320,2,Pierce,South Pierce,Pierce,Pierce
1321,1,Pierce,South Pierce,Pierce,Pierce
1322,1,Pierce,S.Kitsap,Pierce,Pierce
1323,3,Pierce,Tacoma,Pierce,Pierce
1324,4,King,Renton-FedWay-Kent,Rest of King,Rest of King
1325,5,King,Renton-FedWay-Kent,Rest of King,Rest of King
1326,5,King,Renton-FedWay-Kent,Rest of King,Rest of King
1327,5,King,Renton-FedWay-Kent,Rest of King,Rest of King
1328,5,King,Renton-FedWay-Kent,Rest of King,Rest of King
1329,6,King,Renton-FedWay-Kent,Rest of King,Rest of King
1330,6,King,Renton-FedWay-Kent,Rest of King,Rest of King
1331,4,King,Renton-FedWay-Kent,Rest of King,Rest of King
1332,5,King,Renton-FedWay-Kent,Rest of King,Rest of King
1333,6,King,Renton-FedWay-Kent,Rest of King,Rest of King
1334,6,King,West-South Seattle,Rest of King,Rest of King
1335,6,King,Renton-FedWay-Kent,Rest of King,Rest of King
1336,10,King,West-South Seattle,Rest of King,Rest of King
1337,10,King,West-South Seattle,Rest of King,Rest of King
1338,10,King,West-South Seattle,Seattle,Seattle
1339,12,King,Seattle CBD,Seattle,Seattle
1340,12,King,Seattle CBD,Seattle,Seattle
1341,12,King,Seattle CBD,Seattle,Seattle
1342,12,King,Seattle CBD,Seattle,Seattle
1343,13,King,North Seattle-Shoreline,Seattle,Seattle
1344,13,King,North Seattle-Shoreline,Seattle,Seattle
1345,12,King,Seattle CBD,Seattle,Seattle
1346,19,Kitsap,Kitsap,Kitsap,Kitsap
1347,19,Kitsap,Kitsap,Kitsap,Kitsap
1348,19,Kitsap,Kitsap,Kitsap,Kitsap
1349,19,Kitsap,Kitsap,Kitsap,Kitsap
1350,3,Pierce,Tacoma,Pierce,Pierce
1351,1,Pierce,South Pierce,Pierce,Pierce
1352,3,Pierce,Tacoma,Pierce,Pierce
1353,2,Pierce,South Pierce,Pierce,Pierce
1354,2,Pierce,South Pierce,Pierce,Pierce
1355,10,King,West-South Seattle,Seattle,Seattle
