day fhtindx1 fhtindx2 hhno id jtindex parent pdpurp person_day_id person_id phtindx1 phtindx2 pno subtrs tardest tarorig tautocost tautodist tautotime tdadtyp tdpcl tdtaz tlvdest tlvorig tmodetp toadtyp toexpfac topcl totaz tour tpathtp tripsh1 tripsh2
1 0 0 14100248 16130 0 0 3 2384 2384 0 0 2 0 665 685 0.285307941919 1 6 4 1201978 349 675 645 4 1 287.471023457 1177256 510 2 1 4 2
1 0 0 14100248 16131 0 0 3 2384 2384 0 0 2 0 800 810 0.356825227273 2 10 4 740439 351 800 785 4 1 287.471023457 1177256 510 3 1 2 2
1 0 0 14100248 16132 0 0 3 2384 2384 0 0 2 0 915 930 0.356825227273 2 10 4 740439 351 920 905 4 1 287.471023457 1177256 510 4 1 2 2
1 0 0 14100248 16127 0 0 2 2383 2383 0 0 1 0 560 685 0.356825227273 2 10 3 740439 351 660 550 4 1 285.79149122 1177256 510 1 1 2 4
1 0 0 14100249 16126 0 0 7 2385 2385 0 0 1 0 1100 1270 2.976 16 37 4 1068527 1355 1245 1005 4 1 154.571178252 796815 513 2 1 2 2
1 0 0 14100249 16125 0 0 3 2385 2385 0 0 1 0 750 775 1.025 4 13 4 717337 148 760 615 4 1 154.571178252 796815 513 1 1 8 2
1 0 0 14100272 16062 0 0 7 2426 2426 0 0 1 0 600 690 0.114078383838 0 1 4 985712 859 675 540 1 1 125.265533765 878466 861 1 1 4 2
1 0 0 14100272 16063 0 0 1 2427 2427 0 0 2 0 430 1125 2.722 15 30 2 238479 1275 1080 390 3 1 116.44503512 878466 861 1 1 2 2
1 0 0 14100276 16050 0 0 1 2437 2437 0 0 1 0 495 1090 0.373014393939 2 7 2 1050567 1095 1080 485 3 1 133.271101272 1125873 1037 1 1 2 2
1 0 0 14100276 16051 0 0 1 2437 2437 0 0 1 0 1140 1275 1.025 4 9 4 890893 108 1265 1125 3 1 133.271101272 1125873 1037 2 1 2 2
1 0 0 14100295 16003 0 0 1 2474 2474 0 0 2 0 690 1015 2.585 8 23 4 147742 1278 840 450 3 1 294.290672859 871448 912 1 1 6 6
1 0 0 14100295 16002 0 0 7 2473 2473 0 0 1 0 1100 1120 0.561284444444 2 8 4 1227403 913 1100 1080 1 1 335.783407707 871448 912 2 1 2 2
1 0 0 14100295 16001 0 0 1 2473 2473 0 0 1 0 545 1065 6.607 17 38 2 716692 1339 990 490 7 1 335.783407707 871448 912 1 3 4 2
1 0 0 14100296 15998 0 0 1 2475 2475 0 0 1 0 420 1065 3.212 17 47 2 828975 1251 1020 370 3 1 671.870813245 1048733 843 1 1 2 2
1 0 0 14100296 16000 0 0 7 2476 2476 0 0 2 0 1050 1080 0.0910378787879 0 1 4 876077 841 1050 1020 1 1 670.663275496 1048733 843 2 1 2 2
1 0 0 14100296 15999 0 0 1 2476 2476 0 0 2 0 360 900 1.913 9 20 2 1125905 1106 870 340 3 1 670.663275496 1048733 843 1 1 2 2
1 0 0 14100297 15994 0 0 3 2477 2477 0 0 1 0 1080 1110 1.123 5 11 4 728023 703 1080 1050 4 1 263.871438876 1013079 824 1 1 2 2
1 0 0 14100297 15995 0 0 4 2478 2478 0 0 2 0 495 795 4.191 19 48 4 735294 1249 645 420 4 1 265.400720279 1013079 824 1 1 2 6
1 0 0 14100297 15993 0 0 4 2477 2477 0 0 1 0 495 795 4.191 19 48 4 735294 1249 645 420 4 1 263.871438876 1013079 824 2 1 2 6
1 0 0 14100297 15997 0 0 6 2478 2478 0 0 2 0 1080 1285 1.123 5 11 4 728023 703 1260 1050 4 1 265.400720279 1013079 824 3 1 2 2
1 0 0 14100297 15996 0 0 4 2478 2478 0 0 2 0 865 940 0.506626363636 2 4 4 984760 815 930 855 3 1 265.400720279 1013079 824 2 1 2 2
1 0 0 14100298 15991 0 0 7 2480 2480 0 0 1 0 925 950 0.221054292929 0 3 4 971378 773 925 900 1 1 751.098626846 887168 771 2 1 2 2
1 0 0 14100298 15992 0 0 7 2481 2481 0 0 2 0 925 950 0.221054292929 0 3 4 971378 773 925 900 1 1 779.444103625 887168 771 1 1 2 2
1 0 0 14100298 15990 0 0 4 2480 2480 0 0 1 0 660 710 0.108156565657 0 4 4 760842 749 675 645 1 1 751.098626846 887168 771 1 1 4 4
1 0 0 14100299 15989 0 0 7 2482 2482 0 0 1 0 1105 1245 0.857 3 9 4 803894 695 1235 1085 3 1 642.175165615 1047089 1013 3 1 2 2
1 0 0 14100299 15987 0 0 1 2482 2482 0 0 1 0 805 835 0.862 4 9 4 1254178 935 820 530 4 1 642.175165615 1047089 1013 1 1 8 2
1 0 0 14100299 15988 0 0 4 2482 2482 0 0 1 0 880 985 0.374159166667 1 5 4 749503 1061 975 875 3 1 642.175165615 1047089 1013 2 1 2 2
1 0 0 14100300 15981 0 1 1 2483 2483 0 0 1 0 495 545 0.0166287878788 3 17 4 522585 1350 540 490 1 2 356.0060045 522601 1350 2 1 2 2
1 0 0 14100300 15984 0 0 1 2484 2484 0 0 2 1 525 1090 5.79 18 40 2 716810 1256 1000 505 3 1 348.656995624 744729 715 1 1 2 4
1 0 0 14100300 15978 0 0 7 2483 2483 0 0 1 0 190 195 0.0360227272727 0 0 4 1183830 715 190 180 1 1 356.0060045 744729 715 5 1 2 2
1 0 0 14100300 15982 0 1 5 2483 2483 0 0 1 0 575 580 0.0243668181818 3 17 4 522426 1350 575 570 1 2 356.0060045 522601 1350 3 1 2 2
1 0 0 14100300 15979 0 0 7 2483 2483 0 0 1 0 375 380 0.0360227272727 0 0 4 1183830 715 375 370 1 1 356.0060045 744729 715 6 1 2 2
