OBJECTID,Join_Count,TARGET_FID,Join_Count_1,TARGET_FID_1,ID,SRID,ARM,Year_2010,Direction_,Location,LOC_ERROR,estimated,PSRCEdgeID,Oneway,HOV_I,HOV_J,NewINode,NewJNode,Shape_Length,key,key_hov
233,1,197,1,12157,3656,304,1.64,27000,Bothways,Before Milepost 1.66 A: RIGHT WYE CONNECTION SR 304,NO ERROR,19043.4425,107597,2,0,0,94876,94413,657.473164,94876-94413,0-0
234,1,643,1,12267,3007,162,15.35,4300,Bothways,After Milepost 17.75 A: LEFT INTERSECTION S PRAIRIE RD E,NO ERROR,8437.53566,123030,2,0,0,170628,170457,1169.868357,170628-170457,0-0
235,1,580,1,12325,513,7,57,22000,Bothways,"Before Milepost 57.03 A: LEFT INTERSECTION PACIFIC AVE,  LEFT INTERSECTION S 38TH ST",NO ERROR,22097.81018,134191,2,0,0,154780,154467,807.3692062,154780-154467,0-0
236,1,315,1,12775,4798,527,2.36,21000,Bothways,Before Milepost 2.37 A: LEFT WYE CONNECTION 228TH ST SE,NO ERROR,23006.25543,189227,2,0,0,48333,48086,626.0041722,48333-48086,0-0
237,1,388,1,12793,973,9,19.25,17000,Bothways,Before Milepost 19.26 A: LEFT INTERSECTION SR 528,NO ERROR,32556.63629,192862,2,0,0,16882,17175,1258.789474,16882-17175,0-0
238,1,256,1,12807,4696,532,9.81,17000,Bothways,"After Milepost 9.80 A: RIGHT WYE CONNECTION E SUNDAY LAKE RD,  LEFT WYE CONNECTION 12TH AVE NW",NO ERROR,12722.13007,193063,2,0,0,6910,6911,845.8217639,6910-6911,0-0
239,1,67,1,12811,7583,005LX20078,0.055,27000,Bothways,"On LX RAMP (88TH ST NE) After RIGHT OFF RAMP S120018,  LEFT ON RAMP R120107",NO ERROR,27806.51636,193142,2,0,0,14920,14922,127.9346562,14920-14922,0-0
240,1,369,2,12837,2217,92,0.19,17000,Bothways,After Milepost 0.18 A: RIGHT INTERSECTION LAKE DR,NO ERROR,18729.888,196799,2,0,0,18168,18184,974.0328014,18168-18184,0-0
241,1,535,1,12885,3674,303,1.22,42000,Bothways,At Milepost 1.06 A: END BOTHWAYS BRIDGE PORT WASHINGTON NARROWS,NO ERROR,25997.79102,201293,2,0,0,89367,89739,650.3627175,89367-89739,0-0
242,1,370,1,12896,1981,92,1.74,14000,Bothways,"After Milepost 1.73 A: RIGHT INTERSECTION GRADE RD,  LEFT INTERSECTION CALLOW RD",NO ERROR,14647.36279,201572,2,0,0,18089,18101,1427.481893,18089-18101,0-0
243,1,336,1,13119,3432,202,7.35,24000,Bothways,"After Milepost 7.34 A: BOTHWAYS INTERSECTION AVONDALE WAY,  DECREASING MISCELLANEOUS FEATURE COUPLET - COREDMND",NO ERROR,13724.66495,203085,2,0,0,71007,71228,700.0535457,71007-71228,0-0
244,1,119,2,13305,364,7,51.18,38000,Bothways,After Milepost 51.19 A: BOTHWAYS INTERSECTION 131ST ST S,NO ERROR,22551.88953,210638,2,0,0,170189,170035,367.8055688,170189-170035,0-0
245,1,647,1,13377,3002,163,0.7,21000,Bothways,"After Milepost 0.69 A: RIGHT INTERSECTION N 21ST ST,  CENTER INTERSECTION MED XROAD,  LEFT INTERSECTION WESTGATE BLVD",NO ERROR,17680.27179,209889,2,0,0,146055,146679,1445.718136,146055-146679,0-0
246,1,556,1,13482,1387,3,28.65,17000,Bothways,At Milepost 28.68 A: PTR LOCATION R089,NO ERROR,17442.0614,208124,2,0,0,111466,112966,4408.279324,111466-112966,0-0
247,1,156,1,13507,3638,305,7.16,21000,Bothways,"Before Milepost 7.19 A: RIGHT INTERSECTION SUQUAMISH WAY NE,  LEFT INTERSECTION PVT RD",NO ERROR,21126.50922,208326,2,0,0,61416,61445,326.5991715,61416-61445,0-0
248,1,577,1,13743,183,7,52.49,44000,Bothways,"Before Milepost 52.52 A: RIGHT OFF RAMP SR 512,  LEFT ON RAMP SR 512",NO ERROR,39016.89453,210938,2,0,0,166783,167291,879.7139703,166783-167291,0-0
249,1,254,1,13775,4700,532,8.2,17000,Bothways,Before Milepost 8.21 A: RIGHT WYE CONNECTION 36TH AVE NW,NO ERROR,9352.854248,211779,2,0,0,7050,7000,4922.028531,7050-7000,0-0
250,1,255,1,13776,4697,532,9.29,17000,Bothways,Before Milepost 9.30 A: RIGHT INTERSECTION 19TH AVE NW,NO ERROR,12406.77594,211782,2,0,0,6986,7028,2977.750441,6986-7028,0-0
251,1,358,1,13784,894,9,26.06,11000,Bothways,"After Milepost 26.05 A: RIGHT INTERSECTION 172ND ST NE,  LEFT INTERSECTION SR 531-172ND ST NE",NO ERROR,14455.94821,211976,2,0,0,10676,10166,3061.416936,10676-10166,0-0
252,1,360,1,13807,698,9,28.75,11000,Bothways,At Milepost 28.75 A: PTR LOCATION P21,NO ERROR,10050.64105,214716,2,0,0,8786,8836,403.9007273,8786-8836,0-0
253,1,389,1,13811,1157,9,17.5,17000,Bothways,After Milepost 17.49 A: RIGHT INTERSECTION SR 92,NO ERROR,32734.90582,212341,2,0,0,18196,17903,2343.340713,18196-17903,0-0
254,1,268,1,13881,2269,99,40.68,34000,Bothways,After Milepost 46.94 A: LEFT INTERSECTION 60TH AVE W,NO ERROR,25052.04511,213730,2,0,0,41451,41559,243.2858496,41451-41559,0-0
255,1,318,1,13941,4795,527,2.76,50000,Bothways,"After Milepost 2.75 A: RIGHT WYE CONNECTION ON RAMP,  LEFT OFF RAMP SR 405 NB",NO ERROR,58538.59668,214876,2,0,0,46676,47150,1021.549347,46676-47150,0-0
256,1,545,1,13946,4848,525,3.74,41000,Bothways,After Milepost 3.56 A: BOTHWAYS INTERSECTION BEVERLY PARK RD,NO ERROR,43282.35132,215033,2,0,0,31177,30993,659.6925125,31177-30993,0-0
257,1,76,1,14064,4774,528,0.06,39000,Bothways,"After Milepost 0.05 A: RIGHT ON RAMP SR 5,  LEFT OFF RAMP SR 5",NO ERROR,29693.82782,218153,2,0,0,16947,16946,249.1556407,16947-16946,0-0
258,1,436,1,14205,2526,90,24.89,55000,Bothways,Before Milepost 26.83 A: LEFT ON RAMP WINERY RD,NO ERROR,43651.00989,6881,0,0,0,108061,107612,7032.964799,108061-107612,0-0
259,1,414,1,14210,701,9,0.12,29000,Bothways,After Milepost 0.11 A: LEFT WYE CONNECTION SR 522 OFF RAMP,NO ERROR,33472.02295,219875,2,0,0,49347,49647,610.7814716,49347-49647,0-0
260,1,429,1,14259,6560,090R102276,0.184,2500,West Bound,On R1 RAMP (SR 90 WB TO SE 82ND ST) After LEFT INTERSECTION SR 90 WB,NO ERROR,3818.659668,6824,0,0,0,105189,104883,599.4164701,105189-104883,0-0
261,1,69,1,14267,5346,005P120025,0.424,13000,North Bound,On P1 RAMP (SR 5 NB TO 88TH ST NE) After LEFT INTERSECTION SR 5 NB,NO ERROR,13426.98163,9410,0,0,0,15188,14924,1086.980889,15188-14924,0-0
262,1,65,1,14268,5548,005Q120119,0.082,5400,North Bound,"On Q1 RAMP (88TH ST NE TO SR 5 NB) After RIGHT INTERSECTION 88TH ST NE,  LEFT INTERSECTION LX20078",NO ERROR,4673.685516,9412,0,0,0,14924,14733,1086.524061,14924-14733,0-0
263,1,613,1,14285,6755,099P102466,0.08,2600,North Bound,On P1 RAMP (CI02453 TO 14TH AVE S) After LEFT INTERSECTION CI02453-NBCD LANE,NO ERROR,2513.474762,60948,0,0,0,105620,105443,515.6426423,105620-105443,0-0
264,1,447,1,14308,6642,090S103208,0.096,5500,West Bound,On S1 RAMP (436TH AVE SE TO SR 90 WB) After BOTHWAYS INTERSECTION LX03256-436TH AVE SE,NO ERROR,6154.214325,206339,0,0,0,114038,114117,590.7532358,114038-114117,0-0
265,1,60,1,14313,5759,005R120273,0.208,5600,South Bound,On R1 RAMP (SR 5 SB TO 116TH ST NE) After LEFT INTERSECTION SR 5 SB,NO ERROR,6400.937592,214657,0,0,0,13257,13346,660.6153372,13257-13346,0-0
266,1,581,1,14324,5097,002S100475,0.066,4500,West Bound,On S1 RAMP (SR 9 TO SR 2 WB) After BOTHWAYS INTERSECTION SR 9,NO ERROR,9509.132141,214789,0,0,0,23701,23762,1136.195198,23701-23762,0-0
267,1,15,1,14325,5754,005R121534,0.216,630,South Bound,On R1 RAMP (SR 5 SB TO 300TH ST NW) After LEFT INTERSECTION SR 5 SB,NO ERROR,6746.994781,214873,0,0,0,4994,5159,1054.486576,4994-5159,0-0
268,1,407,1,14332,7428,522R102353,0.344,1300,West Bound,On R1 RAMP (SR 522 WB TO 164TH ST) After LEFT INTERSECTION SR 522 WB,NO ERROR,628.5234241,219358,0,0,0,37518,37612,716.3036673,37518-37612,0-0
269,1,31,1,14336,5756,005R121059,0.208,890,South Bound,On R1 RAMP (SR 5 SB TO 236TH ST NE) After LEFT INTERSECTION SR 5 SB,NO ERROR,1890.269455,218147,0,0,0,7784,7870,808.2803608,7784-7870,0-0
270,1,19,1,14359,5897,005S121461,0.092,1500,South Bound,On S1 RAMP (300TH ST NW TO SR 5 SB) After BOTHWAYS INTERSECTION LX21504-300TH ST NW,NO ERROR,2668.202469,214875,0,0,0,5159,5304,1052.591743,5159-5304,0-0
271,1,83,1,14463,5905,005S119456,0.074,9800,South Bound,On S1 RAMP (GRAND AVE TO SR 5 SB) After RIGHT WYE CONNECTION GRAND AVE,NO ERROR,14164.30103,219343,0,0,0,20463,20592,542.3177148,20463-20592,0-0
272,1,73,1,14468,5549,005Q119958,0.09,7600,North Bound,On Q1 RAMP (SR 528 TO SR 5 NB) After BOTHWAYS INTERSECTION SR 528,NO ERROR,5913.241364,219375,0,0,0,16918,16703,883.0367171,16918-16703,0-0
273,1,64,1,14470,5760,005R120107,0.24,5700,South Bound,On R1 RAMP (SR 5 SB TO 88TH ST NE) After LEFT INTERSECTION SR 5 SB,NO ERROR,4773.547913,193143,0,0,0,14718,14920,1127.141805,14718-14920,0-0
274,1,57,1,14471,5345,005P120218,0.232,12000,North Bound,On P1 RAMP (SR 5 NB TO 116TH ST NE) After LEFT INTERSECTION SR 5 NB,NO ERROR,10116.59418,218185,0,0,0,13474,13359,869.8295691,13474-13359,0-0
275,1,678,1,14483,6857,167P101198,0.232,4300,North Bound,On P1 RAMP (SR 167 NB TO ELINGSON RD) After LEFT INTERSECTION SR 167 NB,NO ERROR,5638.770782,216527,0,0,0,146642,146338,743.2389461,146642-146338,0-0
276,1,679,1,14484,6884,167S101184,0.088,5000,South Bound,On S1 RAMP (ELINGSON RD TO SR 167 SB) After BOTHWAYS INTERSECTION LX01226-ELLINGSON RD,NO ERROR,4342.153473,216522,0,0,0,146292,146526,505.4659226,146292-146526,0-0
277,1,675,1,14485,6885,167S101024,0.09,4000,South Bound,On S1 RAMP (8TH ST E TO SR 167 SB) After BOTHWAYS INTERSECTION LX01066-8TH ST E,NO ERROR,4498.447327,209630,0,0,0,150346,151266,1973.519221,150346-151266,0-0
278,1,674,1,14486,6858,167P101039,0.2,3600,North Bound,On P1 RAMP (SR 167 NB TO 8TH ST E) After LEFT INTERSECTION SR 167 NB,NO ERROR,3531.648621,217032,0,0,0,151077,150440,1391.68565,151077-150440,0-0
279,1,451,1,14509,6351,090P103433,0.304,2400,East Bound,On P1 RAMP (SR 90 EB TO 468TH AVE SE) After LEFT INTERSECTION SR 90 EB,NO ERROR,1252.127556,70631,0,0,0,115398,115799,1512.618481,115398-115799,0-0
280,1,446,1,14510,6352,090P103224,0.256,5200,East Bound,On P1 RAMP (SR 90 EB TO 436TH AVE SE) After LEFT INTERSECTION SR 90 EB,NO ERROR,6048.611572,206365,0,0,0,114182,114279,569.4524001,114182-114279,0-0
281,1,445,1,14511,6458,090Q103304,0.096,550,East Bound,On Q1 RAMP (436TH AVE SE TO SR 90 EB) After BOTHWAYS INTERSECTION LX03256-436TH AVE SE,NO ERROR,1440.228325,206363,0,0,0,114279,114189,1022.341878,114279-114189,0-0
282,1,439,1,14512,6353,090P103024,0.264,6800,East Bound,On P1 RAMP (SR 90 EB TO BENDIGO BLVD) After LEFT INTERSECTION SR 90 EB,NO ERROR,9121.182861,66893,0,0,0,111435,111705,647.1578273,111435-111705,0-0
283,1,440,1,14513,6459,090Q103100,0.084,4200,East Bound,On Q1 RAMP (BENDIGO BLVD TO SR 90 EB) After BOTHWAYS ROUNDABOUT LX03056,NO ERROR,3826.699783,66891,0,0,0,111705,111887,687.568933,111705-111887,0-0
284,1,434,1,14515,6460,090Q102621,0.302,8900,East Bound,On Q1 RAMP (SR 18 TO SR 90 EB) After LEFT ON RAMP Q202621,NO ERROR,7394.97876,63750,0,0,0,108212,108061,804.0676257,108212-108061,0-0
285,1,427,1,14516,6356,090P102222,0.232,6100,East Bound,On P1 RAMP (SR 90 EB TO SE 82ND ST) After LEFT INTERSECTION SR 90 EB,NO ERROR,10731.60199,60520,0,0,0,104537,104990,786.309543,104537-104990,0-0
286,1,428,1,14517,6461,090Q102286,0.064,2500,East Bound,On Q1 RAMP (SE 82ND ST TO SR 90 EB) After BOTHWAYS INTERSECTION LX02252-SE 82ND ST,NO ERROR,3739.693466,60518,0,0,0,104990,105316,926.1072519,104990-105316,0-0
287,1,467,1,14547,6130,018P101097,0.4,11000,North Bound,On P1 RAMP (SR 18 EB TO SR 516) After LEFT INTERSECTION SR 18 EB,NO ERROR,15656.57727,219431,0,0,0,131998,131555,1579.472063,131998-131555,0-0
288,1,612,1,14578,6771,099R102499,0.28,1400,South Bound,On R1 RAMP (CD02512 TO 14TH AVE) After LEFT INTERSECTION CD02512-SBCD LANE,NO ERROR,1714.19619,218859,0,0,0,105546,105631,334.1471631,105546-105631,0-0
289,1,465,1,14591,6168,018R101179,0.32,3600,South Bound,On R1 RAMP (SR 18 WB TO SR 516) After LEFT INTERSECTION SR 18 WB,NO ERROR,7220.235596,218948,0,0,0,131055,131550,1347.088871,131055-131550,0-0
290,1,23,1,14599,5755,005R121295,0.184,1100,South Bound,On R1 RAMP (SR 5 SB TO SR 532) After LEFT INTERSECTION SR 5 SB,NO ERROR,2820.107254,8436,0,0,0,6817,6914,685.6922798,6817-6914,0-0
291,1,329,1,14728,4783,527,8.84,17000,Bothways,Before Milepost 8.85 A: BOTHWAYS INTERSECTION SR 96-132ND ST SE,NO ERROR,15444.62428,198944,2,0,0,31839,31961,1029.185482,31839-31961,0-0
292,1,162,1,14737,3643,305,0.95,11000,Bothways,Before Milepost 0.98 A: BOTHWAYS INTERSECTION HIGH SCHOOL RD,NO ERROR,6803.07338,208625,2,0,0,79103,78196,1328.908553,79103-78196,0-0
293,1,62,2,14754,457,5,202.11,118000,Bothways,Before Milepost 202.06 A: LEFT ON RAMP 116TH ST NE,NO ERROR,80695.00684,8432,0,0,0,14733,13474,7004.493751,14733-13474,0-0
294,1,28,2,14755,1278,5,212.3,74000,Bothways,Before Milepost 212.26 A: LEFT ON RAMP SR 532,NO ERROR,62226.37207,8281,0,0,0,7744,7022,10574.90309,7744-7022,0-0
295,1,28,2,14756,1278,5,212.3,74000,Bothways,Before Milepost 212.26 A: LEFT ON RAMP SR 532,NO ERROR,62226.37207,8282,0,0,0,7018,7784,10894.2854,7018-7784,0-0
296,1,262,1,14765,1772,99,46.03,33000,Bothways,After Milepost 52.29 A: LEFT WYE CONNECTION AIRPORT RD,NO ERROR,35177.86322,176050,2,0,0,30439,30303,579.0966884,30439-30303,0-0
297,1,327,1,14766,4786,527,8.36,28000,Bothways,"Before Milepost 8.37 A: RIGHT INTERSECTION 136TH ST SE,  LEFT INTERSECTION DUMAS RD",NO ERROR,26609.31567,177663,2,0,0,32391,32605,586.4400173,32391-32605,0-0
298,1,356,1,14767,4751,529,7.54,14000,Bothways,At Milepost 6.35 A: END BOTHWAYS BRIDGE EBEY SLOUGH,NO ERROR,10354.5224,193455,2,0,0,17331,17220,729.7783459,17331-17220,0-0
299,1,547,1,14784,4846,525,5.67,36000,Bothways,Before Milepost 5.51 A: RIGHT WYE CONNECTION SR 525 SPPAINE (SPUR),NO ERROR,32600.6272,215363,2,0,0,28223,28660,1548.668955,28223-28660,0-0
300,1,396,1,14792,23,2,3.97,26000,Bothways,Before Milepost 3.85 A: RIGHT WYE CONNECTION ON RAMP,NO ERROR,38290.80127,8426,2,0,0,23203,22913,1943.970375,23203-22913,0-0
301,1,190,1,14801,3629,307,2.31,16000,Bothways,At Milepost 2.31 A: PTR LOCATION R096,NO ERROR,16193.26614,109740,2,0,0,50649,51826,2643.110686,50649-51826,0-0
302,1,395,1,14811,25,2,3.66,31000,Bothways,Before Milepost 3.54 A: RIGHT OFF RAMP BICKFORD AVE (OLD SR 2),NO ERROR,41780.99304,8425,0,0,0,22531,22913,2279.079905,22531-22913,0-0
303,1,537,1,14837,3672,303,2.12,35000,Bothways,"Before Milepost 1.97 A: RIGHT INTERSECTION SYLVAN WAY (OLD SR 306),  LEFT INTERSECTION SYLVAN WAY",NO ERROR,22967.67206,208427,2,0,0,87750,87172,1189.314388,87750-87172,0-0
304,1,530,1,14846,3620,310,0.06,32000,Bothways,"After Milepost 0.05 A: RIGHT WYE CONNECTION ON RAMP,  LEFT WYE CONNECTION OFF RAMP",NO ERROR,19634.302,208287,2,0,0,92788,92794,390.6526341,92788-92794,0-0
305,1,295,1,14887,2838,104,29.62,18000,Bothways,After Milepost 30.14 A: BOTHWAYS INTERSECTION 19TH AVE NE,NO ERROR,19178.89935,201988,2,0,0,51077,51443,978.5718206,51077-51443,0-0
306,1,305,1,14923,4342,522,7.22,38000,Bothways,After Milepost 7.21 A: BOTHWAYS INTERSECTION 68TH AVE NE,NO ERROR,25018.33571,202099,2,195125,195298,54377,54170,1531.062833,54377-54170,195125-195298
307,1,622,1,14924,2834,104,31.61,19000,Bothways,"Before Milepost 32.15 A: RIGHT ENTRANCE/EXIT SHOPPING CENTER,  LEFT INTERSECTION NE 175TH ST",NO ERROR,19573.9791,202140,2,0,0,54751,54432,856.9807993,54751-54432,0-0
308,1,322,1,14930,4791,527,5.49,31000,Bothways,Before Milepost 5.50 A: BOTHWAYS INTERSECTION 180TH ST SE,NO ERROR,33556.32257,213634,2,0,0,39589,40115,1070.701948,39589-40115,0-0
309,1,606,1,14980,1542,99,30.18,41000,Bothways,Before Milepost 36.45 A: RIGHT INTERSECTION W GREEN LAKE WAY N,NO ERROR,39786.53662,5559,2,0,0,69407,69224,351.7199946,69407-69224,0-0
310,1,334,1,15240,3409,202COREDMND,0.3,15000,West Bound,Before Milepost 7.65 A: RIGHT INTERSECTION NE 79TH ST,NO ERROR,11014.57935,29660,1,0,0,70574,70792,698.5782934,70574-70792,0-0
311,1,340,1,15241,3428,202,10.24,29000,Bothways,"Before Milepost 10.27 A: RIGHT INTERSECTION SAHALEE WAY NE,  LEFT INTERSECTION 208TH AVE NE",NO ERROR,38324.10217,203455,2,0,0,74917,75019,2092.328866,74917-75019,0-0
312,1,338,1,15247,3430,202,7.95,53000,Bothways,After Milepost 7.94 A: LEFT OFF RAMP SR 520 WB,NO ERROR,61078.92358,31031,2,0,0,72172,184647,803.7188186,72172-184647,0-0
313,1,172,1,15345,792,16,9.47,69000,Bothways,Before Milepost 11.71 A: RIGHT OFF RAMP WOLLOCHET DR NW,NO ERROR,72980.38477,8136,0,0,0,138574,136863,3753.245869,138574-136863,0-0
314,1,168,1,15346,649,16,5.02,79000,Bothways,After Milepost 5.01 A: LEFT OFF RAMP JACKSON AVE,NO ERROR,88775.151,8138,0,195023,195413,147812,183637,1887.092092,147812-183637,195023-195413
315,1,525,1,15378,722,16,13.14,63000,Bothways,After Milepost 15.36 A: RIGHT ON RAMP BURNHAM DR,NO ERROR,67963.72607,210503,0,0,0,129358,128729,1234.251142,129358-128729,0-0
316,1,168,1,15380,649,16,5.02,79000,Bothways,After Milepost 5.01 A: LEFT OFF RAMP JACKSON AVE,NO ERROR,88775.151,219966,0,195092,195415,183636,147601,1281.366769,183636-147601,195092-195415
317,1,112,1,15456,3171,181,3.79,31000,Bothways,After Milepost 9.10 A: BOTHWAYS INTERSECTION S 190TH ST,NO ERROR,36032.33386,73902,2,0,0,119222,119002,765.7777557,119222-119002,0-0
318,1,108,1,15479,4439,516,10.87,29000,Bothways,"Before Milepost 10.61 A: RIGHT INTERSECTION 152ND AVE SE,  LEFT INTERSECTION 152ND WAY SE",NO ERROR,33847.15698,84692,2,0,0,131533,131527,462.7603305,131533-131527,0-0
319,1,110,1,15503,4494,516,11.63,27000,Bothways,"Before Milepost 11.37 A: RIGHT ENTRANCE/EXIT BUSINESS PARK,  LEFT INTERSECTION 164TH AVE SE",NO ERROR,30253.03284,207121,2,0,0,131548,131549,575.0002769,131548-131549,0-0
320,1,491,1,15527,3208,169,22.31,29000,Bothways,"Before Milepost 22.32 A: RIGHT INTERSECTION 149TH AVE SE,  LEFT ENTRANCE/EXIT MOBILE HOME PARK",NO ERROR,38082.69995,216282,2,0,0,114761,114737,232.0391449,114761-114737,0-0
321,1,349,1,15538,5011,900,1.82,31000,Bothways,"After Milepost 7.74 A: LEFT WYE CONNECTION S 129TH ST,  RIGHT MISCELLANEOUS FEATURE BUS PULLOUT",NO ERROR,31235.04608,206009,2,0,0,111010,111431,1331.647834,111010-111431,0-0
322,1,494,1,15577,4891,705,1.49,38000,Bothways,"Before Milepost 1.50 A: LEFT MISCELLANEOUS FEATURE GORE (S100143),  INCREASING MISCELLANEOUS FEATURE SHUSTER PARKWAY AHEAD,  END ROUTE",NO ERROR,47690.04297,7995,0,0,0,149305,148638,1400.377087,149305-148638,0-0
323,1,635,1,15588,3028,161,30.05,16000,Bothways,After Milepost 30.04 A: LEFT WYE CONNECTION VALLEY AVE E,NO ERROR,14382.27734,118882,2,0,0,156874,157536,1223.497503,156874-157536,0-0
324,1,121,2,15634,837,7,49.38,38000,Bothways,After Milepost 49.39 A: RIGHT INTERSECTION 159TH ST S,NO ERROR,31477.02179,210640,2,0,0,173127,173573,1328.640826,173127-173573,0-0
325,1,670,1,15647,2949,167,5.61,31000,Bothways,After Milepost 5.60 B: RIGHT INTERSECTION 9TH ST NW,NO ERROR,25377.54193,209239,2,0,0,158637,158437,941.0666528,158637-158437,0-0
326,1,128,1,15671,3034,161,25.27,45000,Bothways,After Milepost 25.26 A: LEFT WYE CONNECTION 39TH AVE SW,NO ERROR,31180.99768,210815,2,0,0,167764,167416,658.093467,167764-167416,0-0
327,1,129,1,15685,3033,161,25.62,48000,Bothways,Before Milepost 25.63 A: RIGHT WYE CONNECTION MERIDIAN ST,NO ERROR,33909.65649,216996,2,0,0,167071,166585,822.1943501,167071-166585,0-0
328,1,672,1,15713,2936,167,11.43,86000,Bothways,After Milepost 10.14 A: RIGHT ON RAMP 24TH ST E,NO ERROR,93179.51025,221559,0,0,0,183560,151077,3388.080665,183560-151077,0-0
329,1,481,1,15720,3210,169,11.45,18000,Bothways,"After Milepost 11.44 A: RIGHT INTERSECTION KENT KANGLEY RD,  LEFT INTERSECTION SR 516",NO ERROR,18034.98066,83614,2,0,0,131095,130369,1409.930488,131095-130369,0-0
330,1,482,1,15721,3231,169,11.43,17000,Bothways,"Before Milepost 11.44 A: RIGHT INTERSECTION KENT KANGLEY RD,  LEFT INTERSECTION SR 516",NO ERROR,22099.72168,84418,2,0,0,131259,131095,275.2693298,131259-131095,0-0
331,1,652,1,15727,2977,164,14.78,7300,Bothways,Before Milepost 15.10 A: LEFT INTERSECTION CEDAR ST,NO ERROR,3362.957939,207855,2,0,0,159679,159499,793.3942453,159679-159499,0-0
332,1,16,1,15743,354,5,215.09,53000,Bothways,At Milepost 215.04 A: BEGIN INCREASING BRIDGE 300TH ST NW,NO ERROR,49995.8114,9362,0,0,0,5275,4991,1887.963073,5275-4991,0-0
333,1,16,1,15744,354,5,215.09,53000,Bothways,At Milepost 215.04 A: BEGIN INCREASING BRIDGE 300TH ST NW,NO ERROR,49995.8114,8438,0,0,0,4994,5304,2084.86327,4994-5304,0-0
334,1,33,2,15747,614,5,210.35,73000,Bothways,At Milepost 210.30 A: PTR LOCATION R094,NO ERROR,58606.13281,8284,0,0,0,7784,7940,1496.010702,7784-7940,0-0
335,1,33,1,15748,614,5,210.35,73000,Bothways,At Milepost 210.30 A: PTR LOCATION R094,NO ERROR,58606.13281,8433,0,0,0,7997,7744,2644.442379,7997-7744,0-0
336,1,56,1,15750,1317,5,202.52,93000,Bothways,At Milepost 202.47 A: BOTHWAYS UNDERCROSSING 116TH ST NE,NO ERROR,60728.87231,8405,0,0,0,13257,13476,1496.462681,13257-13476,0-0
337,1,56,1,15751,1317,5,202.52,93000,Bothways,At Milepost 202.47 A: BOTHWAYS UNDERCROSSING 116TH ST NE,NO ERROR,60728.87231,8302,0,0,0,13474,13260,1466.468847,13474-13260,0-0
338,1,66,1,15752,926,5,200.84,107000,Bothways,At Milepost 200.78 A: BOTHWAYS UNDERCROSSING 88TH ST NE,NO ERROR,71247.77246,8455,0,0,0,14718,15217,2327.359076,14718-15217,0-0
339,1,66,1,15753,926,5,200.84,107000,Bothways,At Milepost 200.78 A: BOTHWAYS UNDERCROSSING 88TH ST NE,NO ERROR,71247.77246,8451,0,0,0,15188,14733,2139.27867,15188-14733,0-0
340,1,77,1,15754,4775,528,0,29000,Bothways,"At Milepost 0.00 A: BOTHWAYS UNDERCROSSING SR 5 SB,  BEGIN ROUTE",NO ERROR,24164.73492,8307,2,0,0,16944,16941,414.9796199,16944-16941,0-0
341,1,36,2,15795,826,5,209.94,79000,Bothways,Before Milepost 209.90 A: LEFT ON RAMP 236TH ST NE,NO ERROR,64436.06519,8285,0,0,0,7940,8666,7071.827926,7940-8666,0-0
342,1,36,2,15796,826,5,209.94,79000,Bothways,Before Milepost 209.90 A: LEFT ON RAMP 236TH ST NE,NO ERROR,64436.06519,9364,0,0,0,8682,7997,6366.582207,8682-7997,0-0
343,1,419,1,15816,4499,522,11.59,86000,Bothways,After Milepost 11.59 A: LEFT OFF RAMP SR 405 SB,NO ERROR,95200.79199,222049,0,0,0,184999,54534,1528.444267,184999-54534,0-0
344,1,462,1,15835,1000,18,8.72,48000,Bothways,Before Milepost 8.20 A: LEFT ON RAMP SE 304TH ST,NO ERROR,65641.83838,8701,0,0,0,137658,184664,4104.706198,137658-184664,0-0
345,1,169,1,15979,378,16,6.11,79000,Bothways,"Before Milepost 8.35 A: LEFT ON RAMP 24TH ST NW,  END DECREASING BRIDGE TACOMA NARROWS",NO ERROR,88775.151,219965,0,195413,195472,183637,145416,4865.903415,183637-145416,195413-195472
346,1,525,1,16056,722,16,13.14,63000,Bothways,After Milepost 15.36 A: RIGHT ON RAMP BURNHAM DR,NO ERROR,67963.72607,210082,0,0,0,128372,129330,1891.081443,128372-129330,0-0
347,1,713,1,16083,2910,167,25.39,117000,Bothways,"Before Milepost 24.08 A: RIGHT OFF RAMP SW 43RD ST,  LEFT ON RAMP E VALLEY RD",NO ERROR,120817.5535,7286,0,195463,195494,118192,119546,4036.597143,118192-119546,195463-195494
348,1,423,2,16110,1931,90,18.83,62000,Bothways,After Milepost 20.75 A: RIGHT ON RAMP HIGH POINT RD,NO ERROR,34336.02637,6802,0,0,0,103705,104537,10415.7953,103705-104537,0-0
349,1,657,2,16159,2984,164,7.19,13000,Bothways,"Before Milepost 7.51 A: RIGHT EXIT TO WHITE RIVER AMPHITHEATER,  LEFT INTERSECTION SE 400TH ST",NO ERROR,17038.87366,97856,2,0,0,151967,150689,3156.513621,151967-150689,0-0
350,1,463,1,16210,801,18,10.1,45000,Bothways,After Milepost 9.56 A: RIGHT ON RAMP SE 304TH ST,NO ERROR,63382.26318,220340,0,0,0,183897,184616,4213.380103,183897-184616,0-0
351,1,420,1,16388,3956,405,24.25,109000,Bothways,Before Milepost 24.28 A: LEFT ON RAMP NE 195TH ST,NO ERROR,125993.2302,5345,0,195394,195511,52723,53641,2048.105632,52723-53641,195394-195511
