OBJECTID,Join_Count,TARGET_FID,Join_Count_1,TARGET_FID_1,ID,SRID,ARM,Year_2010,Direction_,Location,LOC_ERROR,estimated,PSRCEdgeID,Oneway,HOV_I,HOV_J,NewINode,NewJNode,Shape_Length,key,key_hov
596,1,172,1,29083,792,16,9.47,69000,Bothways,Before Milepost 11.71 A: RIGHT OFF RAMP WOLLOCHET DR NW,NO ERROR,72980.38477,9315,0,0,0,136408,138693,5192.012372,136408-138693,0-0
597,1,485,1,29091,3258,169,13.15,21000,Bothways,After Milepost 13.14 A: LEFT INTERSECTION 231ST AVE SE,NO ERROR,22381.41418,80260,2,0,0,126901,126269,2030.777094,126901-126269,0-0
598,1,683,1,29170,2926,167,16.27,116000,Bothways,After Milepost 14.94 A: RIGHT ON RAMP SR 18 WB,NO ERROR,126433.4165,7525,0,0,0,137389,139865,4516.967084,137389-139865,0-0
599,1,651,1,29171,2996,163,3.1,3500,Bothways,After Milepost 3.09 A: LEFT EXIT TO POINT DEFIANCE PARK,NO ERROR,1494.451357,216867,2,0,0,139692,140405,1370.035701,139692-140405,0-0
600,1,103,1,29280,4459,516,7.71,25000,Bothways,"After Milepost 7.43 A: RIGHT ENTRANCE/EXIT SHOPPING CENTER,  LEFT WYE CONNECTION SE 256TH ST",NO ERROR,27984.90332,82319,2,0,0,128661,129054,1221.849977,128661-129054,0-0
601,1,104,1,29299,4386,516,8.1,30000,Bothways,"After Milepost 7.82 A: RIGHT INTERSECTION 111TH AVE SE,  LEFT ENTRANCE/EXIT WASHINGTON PARK APTS",NO ERROR,24422.00861,82552,2,0,0,129392,129054,1487.916365,129392-129054,0-0
602,1,641,1,29319,3017,161,36.22,37000,Bothways,Before Milepost 36.23 A: RIGHT WYE CONNECTION SR 18,NO ERROR,29145.82904,94329,2,0,0,143840,143276,1113.892323,143840-143276,0-0
603,1,661,1,29327,2990,164,1.77,34000,Bothways,"After Milepost 2.07 A: RIGHT INTERSECTION RIVERWALK DR SE,  LEFT ENTRANCE/EXIT MUCKLESHOOT CASINO",NO ERROR,33523.05225,207612,2,0,0,143643,143738,672.8271994,143643-143738,0-0
604,1,109,1,29386,4543,516,11.41,28000,Bothways,After Milepost 11.13 A: LEFT INTERSECTION 160TH AVE SE,NO ERROR,29771.33563,207119,2,0,0,131546,131548,666.4705621,131546-131548,0-0
605,1,682,1,29395,2930,167,14.09,91000,Bothways,After Milepost 12.80 A: RIGHT ON RAMP ELLINGSON RD,NO ERROR,98315.18408,7579,0,0,0,143609,145832,4712.623286,143609-145832,0-0
606,1,639,1,29406,3019,161,35.38,20000,Bothways,"Before Milepost 35.39 A: RIGHT INTERSECTION S 360TH ST,  LEFT INTERSECTION MILTON RD S",NO ERROR,25295.07861,95906,2,0,0,145402,146254,2123.56182,145402-146254,0-0
607,1,677,1,29607,2932,167,13.11,91000,Bothways,Before Milepost 11.84 A: LEFT ON RAMP ELLINGSON RD,NO ERROR,96279.85449,7594,0,0,0,148240,146642,3502.556243,148240-146642,0-0
608,1,683,1,29622,2926,167,16.27,116000,Bothways,After Milepost 14.94 A: RIGHT ON RAMP SR 18 WB,NO ERROR,126433.4165,7528,0,195431,195734,139870,184280,3776.730736,139870-184280,195431-195734
609,1,659,1,29629,2987,164,5.74,16000,Bothways,Before Milepost 6.06 A: LEFT INTERSECTION SE 380TH PL,NO ERROR,19830.33575,207738,2,0,0,147628,148768,4918.10473,147628-148768,0-0
610,1,595,1,29646,2422,99,2.3,20000,Bothways,Before Milepost 5.96 A: RIGHT INTERSECTION JOHNSON RD NE,NO ERROR,22841.47607,117479,2,0,0,149315,147982,2633.675323,149315-147982,0-0
611,1,496,2,29765,4876,705,0.48,71000,Bothways,Before Milepost 0.49 A: RIGHT OFF RAMP SR 509,NO ERROR,95279.71924,7818,0,0,0,151738,152319,1301.764955,151738-152319,0-0
612,1,656,1,29794,2983,164,7.21,9400,Bothways,"After Milepost 7.51 A: RIGHT EXIT TO WHITE RIVER AMPHITHEATER,  LEFT INTERSECTION SE 400TH ST",NO ERROR,12017.6788,98013,2,0,0,151967,153115,2810.975859,151967-153115,0-0
613,1,99,2,29818,1329,18,5.01,55000,Bothways,After Milepost 4.47 A: RIGHT ON RAMP SR 164,NO ERROR,74068.81543,8663,0,0,0,140916,142006,9480.427063,140916-142006,0-0
614,1,99,2,29854,1329,18,5.01,55000,Bothways,After Milepost 4.47 A: RIGHT ON RAMP SR 164,NO ERROR,74068.81543,2263,0,0,0,141993,140899,9153.307022,141993-140899,0-0
615,1,662,1,29857,2992,164,0.62,32000,Bothways,After Milepost 0.92 A: LEFT WYE CONNECTION 12TH ST SE,NO ERROR,28913.03601,93670,2,0,0,142236,141775,1416.040162,142236-141775,0-0
616,1,170,2,29862,1042,16,6.94,71000,Bothways,After Milepost 9.16 A: LEFT EXIT TO SR 16 AR (ALTERNATE),NO ERROR,76649.56061,8129,0,195146,195741,186289,140160,7807.700771,186289-140160,195146-195741
617,1,597,1,29886,2187,99,4.48,23000,Bothways,"Before Milepost 8.14 A: RIGHT INTERSECTION SR 18,  LEFT INTERSECTION S 348TH ST",NO ERROR,33304.4342,94156,2,0,0,143664,143269,819.2039462,143664-143269,0-0
618,1,165,1,29899,917,16,1.91,89000,Bothways,Before Milepost 1.92 A: LEFT ON RAMP ORCHARD ST,NO ERROR,105362.5377,8030,0,195576,194848,185054,151999,2310.276422,185054-151999,195576-194848
619,1,682,1,29918,2930,167,14.09,91000,Bothways,After Milepost 12.80 A: RIGHT ON RAMP ELLINGSON RD,NO ERROR,98315.18408,7577,0,0,0,145741,142611,6441.027422,145741-142611,0-0
620,1,648,1,29951,3001,163,1.69,15000,Bothways,"Before Milepost 1.70 A: CENTER INTERSECTION MED XROAD,  BOTHWAYS INTERSECTION N 37TH ST",NO ERROR,13478.36163,140421,2,0,0,144241,144877,1378.681814,144241-144877,0-0
621,1,681,1,30087,6845,167Q101280,0.106,4700,North Bound,On Q1 RAMP (ELINGSON RD TO SR 167 NB) After BOTHWAYS INTERSECTION LX01226-ELLINGSON RD,NO ERROR,6558.273376,219031,0,0,0,146338,145741,1352.687655,146338-145741,0-0
622,1,579,1,30125,790,7,55.87,24000,Bothways,After Milepost 55.88 A: BOTHWAYS INTERSECTION S 56TH ST,NO ERROR,22691.95581,211056,2,0,0,156631,157132,1001.899422,156631-157132,0-0
623,1,98,2,30158,2938,167,8.78,85000,Bothways,After Milepost 7.49 A: RIGHT ON RAMP SR 410,NO ERROR,87999.74219,7960,0,0,0,158018,183559,11367.47038,158018-183559,0-0
624,1,637,1,30630,3025,161,31.58,18000,Bothways,After Milepost 31.57 A: BOTHWAYS INTERSECTION 36TH ST E,NO ERROR,13401.37787,118742,2,0,0,153706,154494,1935.601572,153706-154494,0-0
625,1,655,1,30662,2982,164,9.19,8900,Bothways,Before Milepost 9.51 A: BOTHWAYS INTERSECTION 188TH AVE SE,NO ERROR,12056.91434,98182,2,0,0,153115,155814,7734.424297,153115-155814,0-0
626,1,92,1,30666,4575,512,1.53,89000,Bothways,At Milepost 1.53 A: PTR LOCATION D3,NO ERROR,92444.94116,7712,0,0,0,166519,166652,4509.828736,166519-166652,0-0
627,1,92,1,30667,4575,512,1.53,89000,Bothways,At Milepost 1.53 A: PTR LOCATION D3,NO ERROR,92444.94116,7715,0,0,0,166618,166420,5034.77878,166618-166420,0-0
628,1,653,1,30787,2980,164,14.2,9700,Bothways,"Before Milepost 14.52 A: RIGHT INTERSECTION PORTER ST,  LEFT INTERSECTION SR 169",NO ERROR,4399.582291,98657,2,0,0,158639,158152,1479.706942,158639-158152,0-0
629,1,127,2,30834,3035,161,25.19,46000,Bothways,Before Milepost 25.20 A: LEFT WYE CONNECTION 39TH AVE SW,NO ERROR,40341.11377,151312,2,0,0,167764,168421,1342.669417,167764-168421,0-0
630,1,645,1,30854,3012,162,2.96,19000,Bothways,Before Milepost 5.35 A: RIGHT INTERSECTION MILITARY RD E,NO ERROR,17559.66473,150816,2,0,0,168370,168616,854.8240481,168370-168616,0-0
631,1,120,2,31053,570,7,49.87,35000,Bothways,After Milepost 49.88 A: BOTHWAYS INTERSECTION MILITARY RD,NO ERROR,25430.75555,149736,2,0,0,172044,172678,1739.732863,172044-172678,0-0
632,1,644,1,31119,3010,162,6.4,17000,Bothways,After Milepost 8.77 A: RIGHT INTERSECTION OLD PIONEER WAY NW,NO ERROR,19539.85083,122254,2,0,0,174869,173846,3543.002888,174869-173846,0-0
633,1,126,2,31131,3038,161,21.69,39000,Bothways,"Before Milepost 21.70 A: RIGHT ENTRANCE/EXIT THUN AIRPORT FIELD,  LEFT INTERSECTION 168TH ST E",NO ERROR,43314.27625,115918,2,0,0,174820,175613,2127.550658,174820-175613,0-0
634,1,664,1,31134,2972,165,16.75,3400,Bothways,After Milepost 16.74 A: RIGHT INTERSECTION DAVIS ST,NO ERROR,2869.885017,211591,2,0,0,174666,175492,2416.08602,174666-175492,0-0
635,1,573,1,31140,1290,7,48.45,29000,Bothways,Before Milepost 48.48 A: BOTHWAYS INTERSECTION 174TH ST S,NO ERROR,21250.14954,149195,2,0,0,175540,175269,733.4845934,175540-175269,0-0
636,1,578,1,31179,1245,7,52.62,26000,Bothways,After Milepost 52.63 A: BOTHWAYS INTERSECTION 108TH ST S,NO ERROR,25760.021,152170,2,0,0,166455,165591,1299.485394,166455-165591,0-0
637,1,93,1,31197,4384,512,2.55,80000,Bothways,After Milepost 2.54 A: RIGHT ON RAMP SR 7,NO ERROR,92515.66748,7917,0,0,0,166724,166608,5244.239613,166724-166608,0-0
638,1,122,1,31202,625,7,47.27,27000,Bothways,Before Milepost 47.30 A: LEFT ENTRANCE/EXIT PARK AND RIDE LOT,NO ERROR,20008.64624,123245,2,0,0,176850,177102,1907.290794,176850-177102,0-0
639,1,87,1,31203,1324,5,116.47,112000,Bothways,Before Milepost 116.41 A: RIGHT OFF RAMP MOUNTS RD,NO ERROR,104759.7253,7779,0,0,0,176609,177303,8431.728444,176609-177303,0-0
640,1,663,1,31212,2973,165,15.42,1700,Bothways,After Milepost 15.41 A: LEFT INTERSECTION WILKESON-CARBONADO RD,NO ERROR,1998.278801,122740,2,0,0,183496,177327,7880.123986,183496-177327,0-0
641,1,123,1,31221,4064,507,43.43,14000,Bothways,Before Milepost 43.49 A: RIGHT ENTRANCE/EXIT PARK AND RIDE LOT,NO ERROR,19174.332,211515,2,0,0,177975,198688,5775.839891,177975-198688,0-0
642,1,571,1,31223,1083,7,44.61,19000,Bothways,Before Milepost 44.64 A: RIGHT INTERSECTION 224TH ST E,NO ERROR,13653.98663,123236,2,0,0,179245,178706,5603.639047,179245-178706,0-0
643,1,572,1,31231,836,7,44.63,23000,Bothways,After Milepost 44.64 A: RIGHT INTERSECTION 224TH ST E,NO ERROR,19477.68115,201457,2,0,0,178598,178706,1240.249006,178598-178706,0-0
644,1,568,1,31338,892,7,36.05,3100,Bothways,"Before Milepost 36.08 A: RIGHT INTERSECTION EATONVILLE CUTOFF RD,  LEFT INTERSECTION SR 702",NO ERROR,4460.322273,145812,2,0,0,182463,182028,12827.90212,182463-182028,0-0
645,1,625,1,31353,3047,161,6.09,8700,Bothways,Before Milepost 6.10 A: LEFT INTERSECTION EATONVILLE CUTOFF RD,NO ERROR,7881.221481,211344,2,0,0,182707,182618,3751.82939,182707-182618,0-0
646,1,567,1,31355,1082,7,28.58,1800,Bothways,After Milepost 28.59 A: RIGHT INTERSECTION EATONVILLE HWY,NO ERROR,2311.23687,217142,2,0,0,182935,182860,8290.751441,182935-182860,0-0
647,1,566,1,31368,695,7,21.7,1600,Bothways,After Milepost 21.69 A: RIGHT INTERSECTION ALDER CUTOFF RD E,NO ERROR,1940.209133,147661,2,0,0,183078,183060,8257.435883,183078-183060,0-0
648,1,42,1,31372,1277,5,208.72,71000,Bothways,At Milepost 208.67 A: BOTHWAYS UNDERCROSSING SR 530,NO ERROR,59245.69373,8412,0,0,0,8666,8920,1940.091395,8666-8920,0-0
649,1,49,1,31373,655,5,206.13,72000,Bothways,At Milepost 206.08 A: BOTHWAYS UNDERCROSSING SR 531,NO ERROR,50693.24268,8295,0,0,0,10332,10732,2463.505945,10332-10732,0-0
650,1,17,1,31374,7578,005LX21504,0.06,2500,Bothways,"On LX RAMP (300TH ST NW) After RIGHT OFF RAMP S121461,  LEFT ON RAMP R121534",NO ERROR,9650.953712,214874,2,0,0,5110,5159,713.9390414,5110-5159,0-0
651,1,437,1,31384,2117,90,28.29,45000,Bothways,Before Milepost 30.23 A: LEFT ON RAMP SR 202,NO ERROR,38832.89331,9055,0,0,0,111440,107469,17490.83007,111440-107469,0-0
652,1,32,1,31388,7580,005LX21031,0.085,3800,Bothways,"On LX RAMP (236TH ST NE) After RIGHT OFF RAMP S120990,  LEFT ON RAMP R121059",NO ERROR,5327.081955,217231,2,0,0,7879,7870,721.4651412,7879-7870,0-0
653,1,70,2,31389,1115,5,200.23,129000,Bothways,"Before Milepost 200.18 A: LEFT ON RAMP 88TH ST NE,  END DECREASING BRIDGE QUILCEDA CREEK",NO ERROR,99477.33691,8388,0,0,0,15217,16686,6452.149924,15217-16686,0-0
654,1,167,1,31405,1107,16,4.14,72000,Bothways,Before Milepost 4.15 A: LEFT ON RAMP JACKSON AVE,NO ERROR,86180.09448,8008,0,195495,195750,148119,148622,3569.035155,148119-148622,195495-195750
655,1,164,1,31407,1106,16,1.1,93000,Bothways,At Milepost 1.10 A: PTR LOCATION D11,NO ERROR,106695.5375,8040,0,195435,195739,152477,152494,3142.748236,152477-152494,195435-195739
656,1,672,1,31408,2936,167,11.43,86000,Bothways,After Milepost 10.14 A: RIGHT ON RAMP 24TH ST E,NO ERROR,93179.51025,219854,0,0,0,151266,183563,3965.6559,151266-183563,0-0
657,1,93,1,31410,4384,512,2.55,80000,Bothways,After Milepost 2.54 A: RIGHT ON RAMP SR 7,NO ERROR,92515.66748,7913,0,0,0,166542,166667,4988.008933,166542-166667,0-0
658,1,155,1,31429,3636,305,9.63,21000,Bothways,After Milepost 9.64 A: LEFT INTERSECTION DELATE RD,NO ERROR,16286.91632,208063,2,0,0,62034,60880,3033.631825,62034-60880,0-0
659,1,422,1,31431,2127,90,17.91,64000,Bothways,Before Milepost 19.85 A: LEFT ON RAMP HIGH POINT RD,NO ERROR,69009.07007,9453,0,0,0,103329,103705,11012.67792,103329-103705,0-0
660,1,540,1,31433,4855,525,0.35,58000,Bothways,Before Milepost 0.36 A: LEFT ON RAMP ALDERWOOD MALL PKWY,NO ERROR,83543.30786,9345,0,0,0,39206,39680,1479.517802,39206-39680,0-0
661,1,454,8,31460,1521,90,33.4,31000,Bothways,After Milepost 35.00 A: LEFT OFF RAMP 468TH AVE SE,NO ERROR,16823.93658,7353,0,0,0,125491,115736,69048.96765,125491-115736,0-0
662,1,173,1,31462,585,16,10.08,66000,Bothways,After Milepost 12.30 A: LEFT OFF RAMP WOLLOCHET DR NW,NO ERROR,70254.89722,9321,0,0,0,131029,135791,11828.6219,131029-135791,0-0
663,1,558,1,31479,958,3,32.58,19000,Bothways,After Milepost 32.60 A: RIGHT INTERSECTION SUNNYSLOPE RD,NO ERROR,18771.22662,219693,2,0,0,103348,104975,6497.52171,103348-104975,0-0
664,1,539,1,31480,3667,303,5.58,30000,Bothways,Before Milepost 5.43 A: RIGHT INTERSECTION BROWNSVILLE HWY,NO ERROR,33394.79846,219697,2,0,0,75992,75551,914.9868354,75992-75551,0-0
665,1,9,1,31494,1,2,0.01,6500,West Bound,"After Milepost 0.00 B: BOTHWAYS INTERSECTION SR 529-MAPLE ST,  BEGIN ROUTE",NO ERROR,9884.708557,220089,0,0,0,183716,21402,580.3973128,183716-21402,0-0
666,1,633,1,31517,3037,161,24.21,48000,Bothways,Before Milepost 24.22 A: BOTHWAYS INTERSECTION 128TH ST E,NO ERROR,38853.13745,122401,2,0,0,170210,170743,1321.382864,170210-170743,0-0
667,1,391,1,31522,33,2,1,73000,Bothways,Before Milepost 0.88 A: LEFT CENTER ON RAMP EBEY ISLAND,NO ERROR,83440.89795,8399,0,0,0,21630,21366,3863.927862,21630-21366,0-0
668,1,469,2,31524,1196,18,12.58,32000,Bothways,After Milepost 12.04 A: RIGHT ON RAMP SR 516,NO ERROR,45554.27979,222077,0,0,0,184376,131055,5786.959786,184376-131055,0-0
669,1,422,3,31528,2127,90,17.91,64000,Bothways,Before Milepost 19.85 A: LEFT ON RAMP HIGH POINT RD,NO ERROR,69009.07007,220335,0,0,0,104623,103127,21483.97865,104623-103127,0-0
670,1,98,2,31533,2938,167,8.78,85000,Bothways,After Milepost 7.49 A: RIGHT ON RAMP SR 410,NO ERROR,87999.74219,220344,0,0,0,183566,158333,11577.31071,183566-158333,0-0
671,1,415,2,31534,4427,522,13.6,46000,Bothways,Before Milepost 13.61 A: RIGHT OFF RAMP SR 9,NO ERROR,65875.10474,219895,0,0,0,52901,50140,6120.936701,52901-50140,0-0
672,1,415,2,31535,4427,522,13.6,46000,Bothways,Before Milepost 13.61 A: RIGHT OFF RAMP SR 9,NO ERROR,65875.10474,5337,0,0,0,50024,52834,6385.454897,50024-52834,0-0
673,1,371,1,31632,1801,92,2.66,12000,Bothways,Before Milepost 2.67 A: RIGHT WYE CONNECTION MACHIAS RD,NO ERROR,12905.82727,217414,2,0,0,17935,18036,1996.200039,17935-18036,0-0
674,1,257,1,31635,4740,530,3.97,8600,Bothways,After Milepost 20.91 A: RIGHT WYE CONNECTION SR 9,NO ERROR,12592.13489,201522,2,0,0,8285,8289,1047.302471,8285-8289,0-0
675,1,88,1,31656,7497,005LX11796,0.08,7100,Bothways,"On LX RAMP (CENTER DRIVE) After RIGHT OFF RAMP S111741,  LEFT ON RAMP R111840",NO ERROR,9060.018829,7774,2,0,0,184869,176043,510.775103,184869-176043,0-0
676,1,283,1,31660,1915,99,25.78,51000,Bothways,"After Milepost 32.03 A: RIGHT ON RAMP WESTERN AVE,  LEFT OFF RAMP WESTERN AVE",NO ERROR,60133.44324,5932,0,0,0,84260,83436,1667.841429,84260-83436,0-0
677,1,50,1,31669,4714,531,6.35,32000,Bothways,"After Milepost 6.34 A: LEFT OFF RAMP SR 5 SB,  BEGIN BOTHWAYS BRIDGE SR 5",NO ERROR,34406.22943,8430,2,0,0,184823,198776,336.521054,184823-198776,0-0
678,1,464,1,31676,533,18,11.43,45000,Bothways,Before Milepost 10.91 A: LEFT ON RAMP SR 516,NO ERROR,63382.26318,8755,0,0,0,131971,132978,4208.229636,131971-132978,0-0
679,1,97,1,31734,2941,167,7.73,99000,Bothways,After Milepost 6.44 A: LEFT OFF RAMP SR 512,NO ERROR,99467.07129,7926,0,0,0,158654,158670,2419.366543,158654-158670,0-0
680,1,164,1,31745,1106,16,1.1,93000,Bothways,At Milepost 1.10 A: PTR LOCATION D11,NO ERROR,106695.5375,8035,0,195738,195575,152463,152440,3269.38122,152463-152440,195738-195575
681,1,420,1,31752,3956,405,24.25,109000,Bothways,Before Milepost 24.28 A: LEFT ON RAMP NE 195TH ST,NO ERROR,125993.2302,8758,0,195182,195663,53559,52010,3315.225811,53559-52010,195182-195663
682,1,669,1,31822,2951,167,3.67,25000,Bothways,"After Milepost 3.66 A: RIGHT INTERSECTION 48TH ST E,  BOTHWAYS INTERSECTION 66TH AVE E",NO ERROR,30556.49054,200437,2,0,0,156075,156689,2385.983495,156075-156689,0-0
683,1,24,1,31850,1023,5,212.71,54000,Bothways,"At Milepost 212.66 A: BEGIN INCREASING BRIDGE SR 532,  BEGIN DECREASING BRIDGE SR 532",NO ERROR,49719.25342,8275,0,0,0,7022,6822,1549.705135,7022-6822,0-0
684,1,364,1,31886,1086,9,29.58,8400,Bothways,After Milepost 29.57 A: RIGHT INTERSECTION SR 530,NO ERROR,15143.67664,157963,2,0,0,8357,8285,601.6007061,8357-8285,0-0
685,1,87,1,31900,1324,5,116.47,112000,Bothways,Before Milepost 116.41 A: RIGHT OFF RAMP MOUNTS RD,NO ERROR,104759.7253,9244,0,0,0,176691,176520,3221.298956,176691-176520,0-0
686,1,355,1,31915,5004,900,4.01,9300,East Bound,After Milepost 9.93 A: RIGHT WYE CONNECTION SR 167,NO ERROR,5289.383072,223595,0,0,0,112401,112418,941.1903234,112401-112418,0-0
687,1,324,1,31923,4789,527,6.6,31000,Bothways,Before Milepost 6.61 A: RIGHT WYE CONNECTION MILL CREEK RD,NO ERROR,36517.42139,223758,2,0,0,37090,38934,4014.35019,37090-38934,0-0
688,1,181,1,31929,802,3,34.65,68000,Bothways,"After Milepost 34.67 A: RIGHT CENTER INTERSECTION SR 16,  END INCREASING BRIDGE SR 16",NO ERROR,72847.02148,223941,0,0,0,185953,185935,1602.916945,185953-185935,0-0
689,1,182,1,31931,471,3,36.03,69000,Bothways,Before Milepost 36.07 A: LEFT ON RAMP SR 304,NO ERROR,73275.52051,223890,0,0,0,185876,185877,6460.887775,185876-185877,0-0
690,1,179,1,31932,652,16,24.88,52000,Bothways,After Milepost 27.05 A: RIGHT ON RAMP CLIFTON RD-TREMONT ST,NO ERROR,56856.4729,223984,0,0,0,185975,185942,6288.80657,185975-185942,0-0
691,1,178,1,31933,857,16,23.91,46000,Bothways,Before Milepost 26.15 A: LEFT ON RAMP CLIFTON RD-TREMONT ST,NO ERROR,52585.78149,224002,0,0,0,185977,185980,4302.190587,185977-185980,0-0
692,1,186,2,31936,522,3,39.71,52000,Bothways,After Milepost 39.75 A: RIGHT ON RAMP AUSTIN DR,NO ERROR,55174.88135,223818,0,0,0,185890,185892,5750.807737,185890-185892,0-0
693,1,186,2,31937,522,3,39.71,52000,Bothways,After Milepost 39.75 A: RIGHT ON RAMP AUSTIN DR,NO ERROR,55174.88135,223869,0,0,0,185864,185865,6337.215854,185864-185865,0-0
694,1,179,1,31946,652,16,24.88,52000,Bothways,After Milepost 27.05 A: RIGHT ON RAMP CLIFTON RD-TREMONT ST,NO ERROR,56856.4729,224007,0,0,0,185974,185976,7014.753572,185974-185976,0-0
695,1,178,1,31947,857,16,23.91,46000,Bothways,Before Milepost 26.15 A: LEFT ON RAMP CLIFTON RD-TREMONT ST,NO ERROR,52585.78149,223980,0,0,0,185979,185978,4076.794886,185979-185978,0-0
696,1,541,2,31957,4853,525,1.27,51000,Bothways,After Milepost 1.26 A: RIGHT ON RAMP ALDERWOOD MALL PKWY,NO ERROR,75629.76904,224171,0,0,0,186081,38276,7316.304139,186081-38276,0-0
697,1,642,1,32041,3008,162,8.6,6800,Bothways,After Milepost 10.97 A: RIGHT INTERSECTION ORVILLE RD E,NO ERROR,8372.6064,122045,2,0,0,177115,176347,9260.807497,177115-176347,0-0
698,1,125,2,32048,3039,161,20.07,33000,Bothways,After Milepost 20.06 A: BOTHWAYS INTERSECTION 194TH ST E,NO ERROR,36006.94897,210628,2,0,0,176851,177571,3550.112769,176851-177571,0-0
699,1,630,1,32071,3041,161,18.2,23000,Bothways,After Milepost 18.19 A: BOTHWAYS INTERSECTION 224TH ST E,NO ERROR,23470.50415,113360,2,0,0,178786,178500,2284.233481,178786-178500,0-0
700,1,629,1,32134,3043,161,17.31,14000,Bothways,"After Milepost 17.30 A: RIGHT INTERSECTION 238TH ST E,  LEFT INTERSECTION PVT RD",NO ERROR,21277.97803,151056,2,0,0,179153,179508,3316.372256,179153-179508,0-0
701,1,107,1,32146,4511,516,9.66,31000,Bothways,After Milepost 9.38 A: BOTHWAYS INTERSECTION 132ND AVE SE,NO ERROR,33295.59418,226393,2,0,0,131467,131487,2950.41467,131467-131487,0-0
702,1,124,1,32162,1289,7,42,14000,Bothways,After Milepost 42.01 A: BOTHWAYS INTERSECTION 260TH ST E,NO ERROR,11116.5936,149587,2,0,0,180064,179312,7629.33795,180064-179312,0-0
703,1,570,1,32178,419,7,39.08,9000,Bothways,"After Milepost 39.09 A: RIGHT INTERSECTION KAPOWSIN HWY,  LEFT INTERSECTION 304TH ST E",NO ERROR,10359.52132,154025,2,0,0,180687,181094,5296.04085,180687-181094,0-0
704,1,627,1,32179,3044,161,13.16,9300,Bothways,"After Milepost 13.15 A: RIGHT INTERSECTION KAPOWSIN HWY,  LEFT INTERSECTION 304TH ST E",NO ERROR,11232.68045,146370,2,0,0,180148,181112,13389.84012,180148-181112,0-0
705,1,628,1,32192,3045,161,13.14,6800,Bothways,"Before Milepost 13.15 A: RIGHT INTERSECTION KAPOWSIN HWY,  LEFT INTERSECTION 304TH ST E",NO ERROR,7105.012085,217124,2,0,0,181602,181112,9728.529443,181602-181112,0-0
706,1,569,1,32199,624,7,36.07,7300,Bothways,"After Milepost 36.08 A: RIGHT INTERSECTION EATONVILLE CUTOFF RD,  LEFT INTERSECTION SR 702",NO ERROR,9635.459366,147161,2,0,0,182028,181516,7264.455616,182028-181516,0-0
707,1,626,1,32218,3046,161,6.11,5400,Bothways,After Milepost 6.10 A: LEFT INTERSECTION EATONVILLE CUTOFF RD,NO ERROR,4538.493668,145865,2,0,0,182324,182618,13530.3719,182324-182618,0-0
708,1,24,1,32233,1023,5,212.71,54000,Bothways,"At Milepost 212.66 A: BEGIN INCREASING BRIDGE SR 532,  BEGIN DECREASING BRIDGE SR 532",NO ERROR,49719.25342,8278,0,0,0,6817,7018,1485.986069,6817-7018,0-0
709,1,74,1,32234,456,5,199.17,115000,Bothways,"At Milepost 199.11 A: BEGIN INCREASING BRIDGE SR 528,  BEGIN DECREASING BRIDGE SR 528",NO ERROR,87279.73242,8306,0,0,0,16686,17225,2142.380288,16686-17225,0-0
710,1,421,1,32237,3860,405,24.91,121000,Bothways,After Milepost 24.92 A: RIGHT ON RAMP NBCD LANE,NO ERROR,143072.9287,5334,0,195784,195783,47622,52019,10534.425,47622-52019,195784-195783
711,1,54,2,32343,860,5,205.42,105000,Bothways,Before Milepost 205.38 A: RIGHT OFF RAMP SR 531,NO ERROR,73815.7998,222085,0,0,0,10732,13257,17565.85915,10732-13257,0-0
712,1,707,1,32344,6851,167P102206,0.288,9000,North Bound,On P1 RAMP (SR 167 NB TO S 212TH ST) After LEFT INTERSECTION SR 167 NB,NO ERROR,8399.246338,218933,0,0,0,184279,184278,1878.848281,184279-184278,0-0
713,1,684,1,32345,6894,167R101607,0.232,9400,South Bound,On R1 RAMP (SR 167 SB TO 15TH ST NW) After LEFT INTERSECTION SR 167 SB,NO ERROR,8345.412659,216449,0,0,0,136497,184284,1059.089506,136497-184284,0-0
714,1,479,1,32360,727,18,21.28,22000,Bothways,After Milepost 20.77 A: LEFT OFF RAMP ISSAQUAH HOBART RD,NO ERROR,26408.0919,221703,0,0,0,119188,183444,16458.47034,119188-183444,0-0
715,1,486,1,32402,3234,169,13.87,34000,Bothways,After Milepost 13.86 A: BOTHWAYS INTERSECTION WITTE RD,NO ERROR,39994.25781,206948,2,0,0,125538,125084,935.8937018,125538-125084,0-0
716,1,199,1,32412,3653,304,2,18000,Bothways,After Milepost 2.00 A: BOTHWAYS INTERSECTION NAVAL AVE,NO ERROR,11267.69946,223646,2,0,0,94578,94551,1305.108454,94578-94551,0-0
717,1,146,1,32416,918,3,52.35,29000,Bothways,Before Milepost 52.41 A: RIGHT OFF RAMP SR 305,NO ERROR,36081.23291,223824,0,0,0,185915,185917,2644.54035,185915-185917,0-0
718,1,8,1,32486,5866,005S116963,0.072,5600,South Bound,On S1 RAMP (RAVENNA BLVD TO SR 5 SB) After BOTHWAYS INTERSECTION RAVENNA BLVD,NO ERROR,9343.634827,5581,0,194950,194951,69824,70369,850.3036957,69824-70369,194950-194951
719,1,153,1,32499,3635,305,11.4,22000,Bothways,Before Milepost 11.43 A: BOTHWAYS INTERSECTION HOSTMARK ST,NO ERROR,17187.63447,110371,2,194975,194976,57725,57477,430.7139651,57725-57477,194975-194976
